Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,Team_Rank,Made_Playoffs,TS%,EFF,Nominated
Rayan Rupert,POR,19.0,10.8,1.4,3.2,0.433,0.5,0.333,0.9,0.515,0.508,0.4,0.6,0.667,0.8,0.8,1.6,0.4,0.4,0.1,0.6,3.6,2024-25,24,0,0.52,0.18,0
Dru Smith,MIA,7.0,12.1,1.4,3.0,0.476,0.7,0.625,0.7,0.385,0.595,0.0,0.0,,0.9,2.0,2.9,1.4,0.9,0.6,0.9,3.6,2024-25,11,0,0.6,0.99,0
Bol Bol,PHO,6.0,5.3,1.3,2.2,0.615,0.2,0.2,1.2,0.875,0.654,0.7,1.0,0.667,0.7,0.8,1.5,0.2,0.0,0.0,0.5,3.5,2024-25,14,0,0.66,0.58,0
Ousmane Dieng,OKC,16.0,11.6,1.3,3.7,0.339,0.6,0.25,0.7,0.478,0.415,0.4,0.7,0.636,0.6,2.1,2.6,0.8,0.7,0.3,0.3,3.5,2024-25,3,0,0.44,0.31,0
Andre Jackson Jr.,MIL,20.0,18.3,1.4,3.5,0.386,0.6,0.343,0.8,0.429,0.471,0.2,0.4,0.5,0.8,2.5,3.2,1.4,0.7,0.3,1.5,3.5,2024-25,16,0,0.48,0.26,0
Cam Reddish,LAL,15.0,19.5,1.2,2.5,0.486,0.6,0.45,0.6,0.529,0.608,0.5,0.8,0.667,0.4,1.9,2.3,0.6,1.0,0.3,0.5,3.5,2024-25,13,0,0.61,0.37,0
Daniel Theis,NOP,17.0,14.3,1.4,3.3,0.429,0.2,0.222,1.2,0.526,0.464,0.5,0.6,0.8,0.7,2.7,3.4,1.2,0.3,0.6,0.6,3.5,2024-25,29,0,0.49,0.38,0
Gabe Vincent,LAL,22.0,18.0,1.4,4.0,0.341,0.6,0.236,0.8,0.515,0.415,0.2,0.4,0.5,0.3,0.8,1.1,0.7,0.7,0.0,0.4,3.5,2024-25,13,0,0.42,0.13,0
Johnny Furphy,IND,13.0,10.1,1.2,3.0,0.385,0.7,0.391,0.5,0.375,0.5,0.4,0.4,1.0,0.7,0.8,1.5,0.4,0.3,0.3,0.6,3.4,2024-25,21,0,0.54,0.27,0
Dario Šarić,DEN,10.0,13.6,1.2,4.0,0.3,0.5,0.263,0.7,0.333,0.363,0.5,0.6,0.833,0.9,2.6,3.5,1.1,0.6,0.0,1.1,3.4,2024-25,12,0,0.4,0.46,0
Nick Smith Jr.,CHO,11.0,9.0,1.3,3.5,0.368,0.7,0.381,0.5,0.353,0.474,0.0,0.0,,0.1,0.7,0.8,0.8,0.2,0.0,0.2,3.3,2024-25,26,0,0.47,0.25,0
Tristan Thompson,CLE,8.0,7.3,1.6,2.4,0.684,0.0,0.0,1.6,0.722,0.684,0.0,0.8,0.0,0.4,1.8,2.1,0.5,0.0,0.3,0.5,3.3,2024-25,1,0,0.6,0.51,0
Moses Brown,IND,9.0,5.1,1.4,2.2,0.65,0.0,,1.4,0.65,0.65,0.3,0.6,0.6,0.4,1.0,1.4,0.0,0.2,0.1,0.7,3.2,2024-25,21,0,0.65,0.34,0
Charles Bassey,SAS,13.0,8.8,1.3,2.3,0.567,0.0,,1.3,0.567,0.567,0.5,0.8,0.545,1.0,2.0,3.0,0.6,0.5,0.9,0.5,3.1,2024-25,18,0,0.58,0.48,0
Isaiah Collier,UTA,14.0,17.1,1.2,3.8,0.321,0.2,0.136,1.0,0.452,0.349,0.5,1.1,0.438,0.1,1.5,1.6,3.1,0.9,0.1,2.4,3.1,2024-25,28,0,0.36,0.23,0
Moussa Diabaté,CHO,22.0,20.0,1.5,2.6,0.552,0.0,,1.5,0.552,0.552,0.2,0.7,0.333,3.6,4.2,7.8,0.7,0.7,1.0,1.0,3.1,2024-25,26,0,0.53,0.49,0
Jabari Walker,POR,17.0,10.2,1.2,3.2,0.389,0.1,0.133,1.1,0.487,0.407,0.5,0.5,0.889,1.1,2.0,3.1,0.6,0.3,0.1,0.6,3.1,2024-25,24,0,0.45,0.27,0
Cody Williams,UTA,16.0,18.7,1.1,4.2,0.269,0.4,0.189,0.7,0.367,0.321,0.4,0.6,0.6,0.5,1.8,2.3,1.2,0.4,0.3,0.7,3.1,2024-25,28,0,0.35,0.21,0
Justin Champagnie,WAS,3.0,11.3,1.3,3.0,0.444,0.3,0.25,1.0,0.6,0.5,0.0,0.0,,1.0,1.3,2.3,1.3,0.0,0.0,0.3,3.0,2024-25,30,0,0.5,1.53,0
David Duke Jr.,SAS,1.0,8.0,1.0,4.0,0.25,0.0,0.0,1.0,0.333,0.25,1.0,2.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2024-25,18,0,0.31,1.0,0
Collin Gillespie,PHO,1.0,3.0,1.0,2.0,0.5,1.0,1.0,0.0,0.0,0.75,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2024-25,14,0,0.75,2.0,0
Taze Moore,POR,2.0,10.0,1.0,5.0,0.2,0.5,0.25,0.5,0.167,0.25,0.5,1.0,0.5,2.0,2.0,4.0,0.5,1.0,0.0,1.0,3.0,2024-25,24,0,0.28,1.5,0
Oscar Tshiebwe,UTA,1.0,16.0,0.0,0.0,,0.0,,0.0,,,3.0,4.0,0.75,3.0,6.0,9.0,0.0,2.0,0.0,1.0,3.0,2024-25,28,0,0.85,12.0,0
Kobe Brown,LAC,7.0,6.7,1.3,2.9,0.45,0.1,0.167,1.1,0.571,0.475,0.1,0.3,0.5,0.7,1.6,2.3,0.6,0.1,0.0,0.0,2.9,2024-25,10,0,0.48,0.59,0
Tyler Kolek,NYK,15.0,7.1,1.0,2.4,0.417,0.6,0.429,0.4,0.4,0.542,0.3,0.3,1.0,0.1,0.7,0.8,0.7,0.3,0.1,0.5,2.9,2024-25,8,0,0.57,0.19,0
Vit Krejci,ATL,9.0,10.9,1.0,2.4,0.409,0.4,0.364,0.6,0.455,0.5,0.4,0.8,0.571,0.3,0.8,1.1,1.1,0.4,0.2,0.6,2.9,2024-25,17,0,0.53,0.37,0
Taj Gibson,CHO,11.0,11.4,1.3,2.6,0.483,0.1,0.5,1.2,0.481,0.5,0.2,0.3,0.667,1.7,1.9,3.6,0.4,0.4,0.3,0.8,2.8,2024-25,26,0,0.51,0.48,0
Craig Porter Jr.,CLE,16.0,9.4,1.1,1.9,0.581,0.3,0.455,0.8,0.65,0.661,0.2,0.3,0.6,0.1,0.8,0.9,1.4,0.3,0.4,0.6,2.8,2024-25,1,0,0.69,0.27,0
Ryan Rollins,MIL,11.0,6.5,0.9,2.3,0.4,0.5,0.5,0.4,0.308,0.52,0.5,0.5,0.833,0.3,0.7,1.0,0.8,0.6,0.4,0.6,2.8,2024-25,16,0,0.56,0.33,0
Josh Minott,MIN,9.0,8.0,1.1,1.9,0.588,0.1,0.125,1.0,1.0,0.618,0.3,0.6,0.6,0.1,1.4,1.6,0.6,0.2,0.3,0.4,2.7,2024-25,15,0,0.62,0.43,0
TyTy Washington Jr.,PHO,3.0,9.0,1.0,2.0,0.5,0.7,0.667,0.3,0.333,0.667,0.0,0.0,,0.0,0.3,0.3,1.3,0.7,0.0,0.3,2.7,2024-25,14,0,0.68,1.23,0
Delon Wright,MIL,18.0,15.9,0.9,2.9,0.321,0.5,0.281,0.4,0.381,0.406,0.3,0.6,0.5,0.6,1.2,1.8,1.6,0.7,0.3,0.4,2.7,2024-25,16,0,0.43,0.24,0
Trey Jemison,NOP,13.0,11.2,1.1,2.2,0.5,0.0,,1.1,0.5,0.5,0.5,1.0,0.462,1.2,1.6,2.8,0.6,0.5,0.5,0.8,2.6,2024-25,29,0,0.49,0.35,0
DeAndre Jordan,DEN,8.0,9.8,1.3,2.3,0.556,0.0,,1.3,0.556,0.556,0.1,0.5,0.25,1.3,2.0,3.3,0.5,0.3,0.3,0.9,2.6,2024-25,12,0,0.52,0.59,0
Doug McDermott,SAC,17.0,8.4,0.9,2.8,0.319,0.7,0.308,0.2,0.375,0.447,0.2,0.3,0.6,0.1,0.8,0.8,0.2,0.1,0.1,0.1,2.6,2024-25,19,0,0.44,0.1,0
Steven Adams,HOU,12.0,11.2,0.9,1.7,0.55,0.0,,0.9,0.55,0.55,0.7,1.5,0.444,1.5,1.7,3.2,1.2,0.3,0.2,1.3,2.5,2024-25,6,0,0.53,0.38,0
Johnny Davis,WAS,15.0,7.3,1.1,2.2,0.485,0.2,0.375,0.9,0.52,0.53,0.2,0.3,0.6,0.3,1.0,1.3,0.3,0.3,0.1,0.1,2.5,2024-25,30,0,0.54,0.21,0
Anthony Gill,WAS,15.0,6.5,0.9,1.4,0.619,0.3,0.5,0.6,0.692,0.714,0.5,0.9,0.5,0.2,0.7,0.9,0.3,0.3,0.1,0.1,2.5,2024-25,30,0,0.7,0.21,0
Dillon Jones,OKC,20.0,8.8,1.0,2.7,0.352,0.4,0.219,0.6,0.545,0.417,0.3,0.4,0.625,0.8,1.3,2.1,0.8,0.2,0.1,0.4,2.5,2024-25,3,0,0.43,0.17,0
E.J. Liddell,CHI,6.0,5.2,0.8,1.3,0.625,0.5,0.5,0.3,1.0,0.813,0.3,0.3,1.0,0.2,0.7,0.8,0.5,0.2,0.2,0.3,2.5,2024-25,22,0,0.87,0.57,0
Drew Peterson,BOS,6.0,10.3,0.7,2.0,0.333,0.7,0.364,0.0,0.0,0.5,0.5,0.7,0.75,0.5,1.7,2.2,0.3,0.3,0.3,0.3,2.5,2024-25,2,0,0.54,0.63,0
Jaylon Tyson,CLE,12.0,8.5,1.0,2.2,0.462,0.3,0.3,0.8,0.563,0.519,0.3,0.5,0.5,0.8,1.2,2.0,0.9,0.3,0.0,0.5,2.5,2024-25,1,0,0.52,0.32,0
Chris Duarte,CHI,12.0,4.2,0.8,1.5,0.5,0.4,0.417,0.3,0.667,0.639,0.5,0.7,0.75,0.3,0.8,1.2,0.3,0.0,0.0,0.1,2.4,2024-25,22,0,0.66,0.24,0
Jeff Green,HOU,7.0,5.7,1.0,1.9,0.538,0.4,0.375,0.6,0.8,0.654,0.0,0.0,,0.0,0.6,0.6,0.1,0.3,0.0,0.3,2.4,2024-25,6,0,0.63,0.31,0
Hunter Tyson,DEN,12.0,9.2,0.8,1.9,0.435,0.3,0.231,0.6,0.7,0.5,0.5,0.6,0.857,0.3,1.3,1.7,0.5,0.2,0.3,0.4,2.4,2024-25,12,0,0.55,0.29,0
Kel'el Ware,MIA,10.0,6.9,1.0,2.5,0.4,0.2,0.286,0.8,0.444,0.44,0.2,0.2,1.0,0.2,1.4,1.6,0.1,0.3,0.5,0.4,2.4,2024-25,11,0,0.46,0.3,0
Patrick Baldwin Jr.,WAS,11.0,5.1,0.8,1.7,0.474,0.5,0.455,0.4,0.5,0.605,0.2,0.4,0.5,0.3,0.8,1.1,0.1,0.2,0.2,0.2,2.3,2024-25,30,0,0.61,0.24,0
Vlatko Čančar,DEN,4.0,8.5,1.0,1.8,0.571,0.3,0.5,0.8,0.6,0.643,0.0,0.0,,0.8,1.3,2.0,0.0,0.0,0.3,0.5,2.3,2024-25,12,0,0.64,0.82,0
John Konchar,MEM,11.0,12.0,0.7,1.6,0.444,0.5,0.375,0.2,1.0,0.611,0.3,0.4,0.75,0.7,1.9,2.6,0.8,0.5,0.5,0.5,2.3,2024-25,4,0,0.65,0.47,0
Lester Quiñones,PHI,4.0,4.3,1.0,2.0,0.5,0.0,0.0,1.0,0.8,0.5,0.3,0.3,1.0,0.8,0.3,1.0,0.3,0.0,0.0,1.0,2.3,2024-25,25,0,0.54,0.4,0
Orlando Robinson,SAC,3.0,7.3,0.7,0.7,1.0,0.3,1.0,0.3,1.0,1.25,0.7,1.3,0.5,0.7,1.3,2.0,0.3,0.3,0.0,1.0,2.3,2024-25,19,0,0.9,1.1,0
Jeenathan Williams,HOU,3.0,3.3,1.0,1.3,0.75,0.3,0.5,0.7,1.0,0.875,0.0,0.0,,0.0,1.0,1.0,0.0,0.3,0.0,0.0,2.3,2024-25,6,0,0.88,1.1,0
Kai Jones,LAC,15.0,8.5,0.9,1.2,0.722,0.0,,0.9,0.722,0.722,0.5,0.7,0.7,0.7,1.3,2.0,0.3,0.2,0.6,0.4,2.2,2024-25,10,0,0.73,0.29,0
Christian Koloko,LAL,13.0,9.4,1.0,1.5,0.684,0.0,0.0,1.0,0.765,0.684,0.2,0.2,1.0,0.8,1.2,1.9,0.2,0.3,0.3,0.4,2.2,2024-25,13,0,0.69,0.31,0
Jordan McLaughlin,SAC,18.0,8.1,0.7,1.8,0.364,0.3,0.316,0.3,0.429,0.455,0.6,0.8,0.714,0.2,0.8,0.9,0.9,0.4,0.0,0.4,2.2,2024-25,19,0,0.51,0.15,0
Precious Achiuwa,NYK,1.0,12.0,1.0,4.0,0.25,0.0,0.0,1.0,0.333,0.25,0.0,2.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,2.0,2.0,2024-25,8,0,0.2,0.0,0
Ulrich Chomche,TOR,1.0,5.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2024-25,27,0,1.0,3.0,0
Jeff Dowtin,PHI,8.0,10.0,0.8,2.4,0.316,0.1,0.125,0.6,0.455,0.342,0.4,0.5,0.75,0.3,0.8,1.0,1.1,0.4,0.0,0.1,2.0,2024-25,25,0,0.38,0.34,0
Justin Edwards,PHI,2.0,4.5,1.0,1.5,0.667,0.0,0.0,1.0,1.0,0.667,0.0,0.5,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,2.0,2024-25,25,0,0.58,1.25,0
Jalen Hood-Schifino,LAL,2.0,7.0,0.5,0.5,1.0,0.0,,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,2.0,2024-25,13,0,1.06,1.5,0
Alex Reese,OKC,1.0,2.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2024-25,3,0,1.0,3.0,0
Adama Sanogo,CHI,3.0,4.7,1.0,1.7,0.6,0.0,,1.0,0.6,0.6,0.0,0.0,,0.7,0.0,0.7,0.3,0.0,0.0,0.3,2.0,2024-25,22,0,0.59,0.67,0
Tyler Smith,MIL,10.0,3.4,0.8,1.3,0.615,0.3,0.375,0.5,1.0,0.731,0.1,0.2,0.5,0.1,0.7,0.8,0.1,0.0,0.3,0.3,2.0,2024-25,16,0,0.72,0.23,0
Jae'Sean Tate,HOU,9.0,4.6,0.8,1.3,0.583,0.0,0.0,0.8,0.636,0.583,0.4,0.8,0.571,0.3,1.7,2.0,0.4,0.4,0.0,0.7,2.0,2024-25,6,0,0.61,0.36,0
Dwight Powell,DAL,17.0,8.8,0.5,0.6,0.8,0.0,,0.5,0.8,0.8,1.0,1.4,0.708,0.6,1.3,1.9,0.8,0.4,0.5,0.3,1.9,2024-25,5,0,0.78,0.28,0
Jericho Sims,NYK,22.0,13.2,0.9,1.2,0.704,0.0,,0.9,0.704,0.704,0.2,0.3,0.571,1.4,2.5,4.0,0.6,0.3,0.4,0.5,1.9,2024-25,8,0,0.71,0.29,0
Pacome Dadiet,NYK,11.0,7.0,0.5,1.6,0.333,0.5,0.417,0.1,0.167,0.472,0.2,0.2,1.0,0.0,1.2,1.2,0.5,0.1,0.2,0.1,1.7,2024-25,8,0,0.5,0.23,0
Maxi Kleber,DAL,14.0,17.0,0.6,1.9,0.346,0.1,0.222,0.5,0.412,0.385,0.3,0.4,0.667,0.4,2.6,3.0,0.6,0.1,0.5,0.7,1.7,2024-25,5,0,0.41,0.27,0
Markieff Morris,DAL,3.0,6.0,0.7,3.0,0.222,0.3,0.333,0.3,0.167,0.278,0.0,0.0,,0.0,1.7,1.7,0.7,0.0,0.3,0.7,1.7,2024-25,5,0,0.28,0.47,0
Pat Spencer,GSW,6.0,5.7,0.7,1.8,0.364,0.0,,0.7,0.364,0.364,0.3,0.3,1.0,0.7,0.5,1.2,1.3,0.3,0.0,0.3,1.7,2024-25,9,0,0.44,0.52,0
Armel Traoré,LAL,6.0,8.3,0.7,2.2,0.308,0.0,0.0,0.7,0.5,0.308,0.3,1.2,0.286,0.2,1.8,2.0,0.0,0.7,0.3,0.3,1.7,2024-25,13,0,0.31,0.33,0
MarJon Beauchamp,MIL,11.0,3.2,0.5,1.5,0.375,0.2,0.25,0.4,0.5,0.438,0.4,0.4,1.0,0.2,0.6,0.8,0.1,0.1,0.0,0.6,1.6,2024-25,16,0,0.48,0.09,0
Jevon Carter,CHI,11.0,4.8,0.6,2.1,0.304,0.4,0.25,0.3,0.429,0.391,0.0,0.0,,0.1,0.6,0.7,0.5,0.3,0.0,0.4,1.6,2024-25,22,0,0.38,0.11,0
Jazian Gortman,DAL,5.0,2.6,0.6,1.0,0.6,0.4,0.667,0.2,0.5,0.8,0.0,0.0,,0.2,0.0,0.2,0.0,0.0,0.2,0.2,1.6,2024-25,5,0,0.8,0.28,0
Duop Reath,POR,12.0,4.8,0.6,1.8,0.333,0.4,0.313,0.2,0.4,0.452,0.0,0.0,,0.4,0.3,0.7,0.2,0.0,0.2,0.1,1.6,2024-25,24,0,0.44,0.12,0
Luke Travers,CLE,5.0,8.0,0.6,1.4,0.429,0.0,0.0,0.6,0.75,0.429,0.4,0.4,1.0,0.2,1.0,1.2,1.0,0.2,0.2,0.4,1.6,2024-25,1,0,0.51,0.6,0
Adem Bona,PHI,14.0,6.4,0.6,0.9,0.615,0.0,,0.6,0.615,0.615,0.4,0.4,0.833,0.6,1.1,1.7,0.0,0.0,0.4,0.4,1.5,2024-25,25,0,0.7,0.21,0
Alex Len,SAC,16.0,7.3,0.7,1.3,0.55,0.0,0.0,0.7,0.688,0.55,0.1,0.3,0.5,0.4,1.6,2.0,0.7,0.2,0.7,0.4,1.5,2024-25,19,0,0.52,0.24,0
Jaylen Martin,BRK,2.0,1.5,0.5,0.5,1.0,0.5,1.0,0.0,,1.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2024-25,20,0,1.5,0.75,0
Olivier-Maxence Prosper,DAL,13.0,5.7,0.6,1.8,0.348,0.0,0.0,0.6,0.444,0.348,0.2,0.4,0.6,0.6,0.8,1.4,0.1,0.2,0.1,0.1,1.5,2024-25,5,0,0.38,0.14,0
Trevelin Queen,ORL,2.0,2.5,0.5,1.5,0.333,0.5,1.0,0.0,0.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,2024-25,7,0,0.5,0.0,0
Terrence Shannon Jr.,MIN,6.0,4.7,0.7,1.3,0.5,0.2,0.333,0.5,0.6,0.563,0.0,0.0,,0.0,0.2,0.2,0.7,0.3,0.2,0.5,1.5,2024-25,15,0,0.58,0.3,0
Adam Flagler,OKC,11.0,3.6,0.5,1.8,0.25,0.5,0.263,0.0,0.0,0.375,0.0,0.0,,0.2,0.4,0.5,0.0,0.2,0.0,0.0,1.4,2024-25,3,0,0.39,0.07,0
Enrique Freeman,IND,14.0,7.6,0.5,1.2,0.412,0.1,0.2,0.4,0.5,0.441,0.4,0.6,0.556,0.2,0.6,0.8,0.4,0.1,0.1,0.3,1.4,2024-25,21,0,0.48,0.11,0
AJ Johnson,MIL,5.0,2.2,0.6,1.2,0.5,0.2,1.0,0.4,0.4,0.583,0.0,0.0,,0.0,0.4,0.4,0.2,0.0,0.0,0.4,1.4,2024-25,16,0,0.58,0.2,0
Matt Ryan,NYK,8.0,5.1,0.5,2.0,0.25,0.4,0.25,0.1,0.25,0.344,0.0,0.0,,0.0,0.1,0.1,0.0,0.0,0.0,0.4,1.4,2024-25,8,0,0.35,-0.05,0
James Johnson,IND,3.0,3.3,0.7,1.3,0.5,0.0,0.0,0.7,0.667,0.5,0.0,0.0,,0.0,0.7,0.7,0.7,0.0,0.3,1.0,1.3,2024-25,21,0,0.5,0.47,0
Jack McVeigh,HOU,6.0,3.5,0.5,1.8,0.273,0.3,0.25,0.2,0.333,0.364,0.0,0.0,,0.2,0.5,0.7,0.2,0.0,0.2,0.2,1.3,2024-25,6,0,0.36,0.15,0
Jordan Walsh,BOS,16.0,8.8,0.5,1.6,0.308,0.3,0.25,0.2,0.5,0.404,0.0,0.1,0.0,0.3,0.8,1.1,0.2,0.3,0.4,0.3,1.3,2024-25,2,0,0.4,0.11,0
PJ Dozier,MIN,6.0,4.7,0.3,0.5,0.667,0.3,0.667,0.0,,1.0,0.2,1.0,0.167,0.2,0.7,0.8,0.8,0.2,0.0,0.2,1.2,2024-25,15,0,0.64,0.3,0
Ariel Hukporti,NYK,10.0,8.2,0.5,1.0,0.5,0.0,,0.5,0.5,0.5,0.2,0.4,0.5,0.3,1.5,1.8,0.4,0.0,0.8,0.8,1.2,2024-25,8,0,0.51,0.27,0
Cory Joseph,ORL,13.0,3.5,0.4,1.2,0.333,0.4,0.417,0.0,0.0,0.5,0.0,0.0,,0.2,0.5,0.7,0.7,0.2,0.2,0.2,1.2,2024-25,7,0,0.5,0.15,0
Zeke Nnaji,DEN,14.0,5.1,0.6,1.4,0.4,0.0,0.0,0.6,0.667,0.4,0.1,0.3,0.25,0.1,0.4,0.5,0.2,0.1,0.1,0.1,1.2,2024-25,12,0,0.39,0.07,0
Xavier Tillman Sr.,BOS,15.0,9.4,0.5,1.8,0.259,0.2,0.2,0.3,0.333,0.315,0.1,0.1,0.5,0.5,1.7,2.1,0.4,0.3,0.2,0.3,1.2,2024-25,2,0,0.33,0.17,0
Brandon Williams,DAL,5.0,4.2,0.4,1.8,0.222,0.0,0.0,0.4,0.286,0.222,0.4,0.6,0.667,0.2,0.6,0.8,0.4,0.0,0.0,0.4,1.2,2024-25,5,0,0.29,0.08,0
Reece Beekman,GSW,2.0,2.0,0.5,0.5,1.0,0.0,,0.5,1.0,1.0,0.0,0.0,,0.5,0.0,0.5,0.5,0.5,0.0,0.0,1.0,2024-25,9,0,1.0,1.25,0
Branden Carlson,OKC,4.0,4.3,0.3,1.8,0.143,0.0,0.0,0.3,0.5,0.143,0.5,0.5,1.0,0.8,1.3,2.0,0.5,0.3,0.3,0.0,1.0,2024-25,3,0,0.25,0.65,0
Mouhamed Gueye,ATL,2.0,5.5,0.5,2.0,0.25,0.0,0.0,0.5,0.5,0.25,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,2024-25,17,0,0.25,0.0,0
Keshad Johnson,MIA,2.0,6.0,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2024-25,11,0,0.5,0.75,0
Jared Rhoden,CHO,4.0,3.0,0.5,2.0,0.25,0.0,0.0,0.5,0.333,0.25,0.0,0.0,,0.5,0.5,1.0,0.5,0.3,0.0,0.3,1.0,2024-25,26,0,0.25,0.25,0
Liam Robbins,MIL,5.0,4.0,0.4,0.6,0.667,0.0,0.0,0.4,1.0,0.667,0.2,0.8,0.25,0.4,0.2,0.6,0.0,0.0,0.0,0.0,1.0,2024-25,16,0,0.53,0.16,0
Gui Santos,GSW,6.0,3.7,0.3,0.8,0.4,0.2,0.333,0.2,0.5,0.5,0.2,0.3,0.5,0.2,0.8,1.0,0.3,0.0,0.0,0.3,1.0,2024-25,9,0,0.54,0.23,0
Cam Spencer,MEM,2.0,10.5,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,2024-25,4,0,0.5,1.25,0
Trey Alexander,DEN,8.0,5.1,0.3,1.3,0.2,0.1,0.167,0.1,0.25,0.25,0.3,0.3,1.0,0.0,0.1,0.1,0.3,0.0,0.1,0.1,0.9,2024-25,12,0,0.31,0.04,0
Caleb Houstan,ORL,14.0,4.7,0.3,1.4,0.2,0.2,0.176,0.1,0.333,0.275,0.1,0.1,1.0,0.1,0.4,0.5,0.0,0.0,0.1,0.1,0.9,2024-25,7,0,0.31,0.02,0
Colby Jones,SAC,13.0,4.2,0.4,1.1,0.357,0.2,0.4,0.2,0.333,0.429,0.0,0.0,,0.2,0.5,0.7,0.2,0.2,0.2,0.3,0.9,2024-25,19,0,0.41,0.09,0
Jaden Springer,BOS,7.0,3.4,0.3,1.0,0.286,0.0,0.0,0.3,0.4,0.286,0.3,0.6,0.5,0.4,0.4,0.9,0.4,0.4,0.0,0.1,0.9,2024-25,2,0,0.36,0.21,0
D.J. Carton,TOR,4.0,8.3,0.3,1.8,0.143,0.0,0.0,0.3,0.25,0.143,0.3,0.3,1.0,0.0,1.0,1.0,0.8,0.5,0.0,1.0,0.8,2024-25,27,0,0.21,0.15,0
JD Davison,BOS,4.0,4.3,0.3,1.0,0.25,0.0,0.0,0.3,0.5,0.25,0.3,0.5,0.5,0.0,0.5,0.5,0.3,0.3,0.0,1.0,0.8,2024-25,2,0,0.33,0.0,0
Yuki Kawamura,MEM,12.0,2.8,0.3,1.1,0.231,0.1,0.111,0.2,0.5,0.269,0.3,0.3,0.75,0.0,0.2,0.2,0.6,0.0,0.0,0.3,0.8,2024-25,4,0,0.32,0.04,0
Karlo Matković,NOP,5.0,7.8,0.4,1.0,0.4,0.0,,0.4,0.4,0.4,0.0,0.0,,1.2,0.8,2.0,0.0,0.6,0.6,0.8,0.8,2024-25,29,0,0.4,0.52,0
Baylor Scheierman,BOS,5.0,6.8,0.2,2.0,0.1,0.0,0.0,0.2,0.25,0.1,0.4,0.4,1.0,0.4,1.0,1.4,0.4,0.2,0.0,0.0,0.8,2024-25,2,0,0.18,0.2,0
Colin Castleton,MEM,6.0,2.3,0.0,0.2,0.0,0.0,0.0,0.0,,0.0,0.7,0.7,1.0,0.0,0.8,0.8,0.0,0.0,0.2,0.0,0.7,2024-25,4,0,0.69,0.25,0
Bronny James,LAL,6.0,2.7,0.2,1.0,0.167,0.0,0.0,0.2,0.5,0.167,0.3,0.3,1.0,0.2,0.0,0.2,0.3,0.2,0.0,0.0,0.7,2024-25,13,0,0.31,0.1,0
Maxwell Lewis,LAL,6.0,4.5,0.3,1.0,0.333,0.0,,0.3,0.333,0.333,0.0,0.0,,0.3,0.0,0.3,0.3,0.2,0.0,0.2,0.7,2024-25,13,0,0.35,0.1,0
Chris Livingston,MIL,3.0,2.0,0.3,0.7,0.5,0.0,,0.3,0.5,0.5,0.0,0.0,,0.3,0.3,0.7,0.3,0.3,0.0,0.3,0.7,2024-25,16,0,0.5,0.43,0
Sidy Cissoko,SAS,9.0,2.8,0.2,0.7,0.333,0.1,0.5,0.1,0.25,0.417,0.0,0.2,0.0,0.2,0.4,0.7,0.6,0.0,0.0,0.1,0.6,2024-25,18,0,0.38,0.12,0
Cui Yongxi,BRK,5.0,2.0,0.2,1.4,0.143,0.0,0.0,0.2,0.25,0.143,0.2,0.4,0.5,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.6,2024-25,20,0,0.19,-0.08,0
Tristen Newton,IND,5.0,1.6,0.2,1.2,0.167,0.0,0.0,0.2,0.333,0.167,0.2,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.6,2024-25,21,0,0.23,-0.08,0
Garrett Temple,TOR,8.0,3.9,0.3,0.8,0.333,0.1,0.5,0.1,0.25,0.417,0.0,0.0,,0.1,0.4,0.5,0.6,0.5,0.1,0.1,0.6,2024-25,27,0,0.37,0.21,0
Dominick Barlow,ATL,2.0,5.5,0.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2024-25,17,0,0.27,-0.25,0
