Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,Team_Rank,TS%,EFF,Nominated
Devin Durrant,PHO,4.0,12.8,2.0,5.3,0.381,0.0,,2.0,0.381,0.381,0.3,1.0,0.25,0.5,1.5,2.0,1.3,0.8,0.0,1.0,4.3,1985-86,20,0.37,0.85,0
Bill Garnett,IND,80.0,15.0,1.4,3.0,0.469,0.0,0.0,1.4,0.473,0.469,1.5,2.0,0.716,1.3,2.1,3.4,1.2,0.5,0.3,1.1,4.3,1985-86,26,0.55,0.08,0
Jeff Turner,NJN,53.0,12.3,1.6,3.2,0.491,0.0,0.0,1.6,0.494,0.491,1.1,1.5,0.744,0.8,1.7,2.6,0.3,0.4,0.1,0.9,4.3,1985-86,13,0.56,0.09,0
Perry Moss,2TM,72.0,14.1,1.6,4.1,0.397,0.1,0.219,1.5,0.419,0.409,0.9,1.2,0.73,0.5,1.1,1.6,1.5,0.8,0.2,1.1,4.2,1985-86,-1,0.45,0.06,0
Rod Foster,PHO,48.0,14.7,1.8,4.5,0.39,0.2,0.281,1.6,0.409,0.411,0.5,0.7,0.719,0.2,1.0,1.2,2.5,0.5,0.0,1.3,4.2,1985-86,20,0.44,0.09,0
Geoff Huston,GSW,82.0,14.7,1.7,3.3,0.513,0.0,0.333,1.7,0.517,0.516,0.8,1.1,0.685,0.1,0.7,0.8,4.2,0.5,0.0,1.0,4.2,1985-86,27,0.55,0.08,0
Andrew Toney,PHI,6.0,14.0,1.8,6.0,0.306,0.0,0.0,1.8,0.324,0.306,0.5,1.3,0.375,0.3,0.5,0.8,2.0,0.3,0.0,1.2,4.2,1985-86,8,0.32,0.18,1
Mark West,CLE,67.0,17.5,1.7,3.1,0.541,0.0,,1.7,0.541,0.541,0.8,1.5,0.524,1.4,3.4,4.8,0.3,0.4,0.9,1.4,4.2,1985-86,19,0.56,0.11,0
Ken Johnson,POR,64.0,12.7,1.8,3.3,0.528,0.0,,1.8,0.528,0.528,0.6,1.3,0.435,1.4,2.4,3.8,0.3,0.2,0.3,0.9,4.1,1985-86,14,0.53,0.09,0
Greg Stokes,PHI,31.0,11.3,1.8,3.8,0.471,0.0,0.0,1.8,0.475,0.471,0.5,0.7,0.667,0.9,1.0,1.8,0.5,0.5,0.4,0.6,4.1,1985-86,8,0.5,0.15,0
Lester Conner,GSW,36.0,11.5,1.4,3.8,0.375,0.1,0.286,1.4,0.38,0.382,1.1,1.5,0.741,0.7,1.0,1.7,1.2,0.7,0.0,0.4,4.0,1985-86,27,0.45,0.12,0
Tyrone Corbin,SAS,16.0,10.9,1.7,4.0,0.422,0.0,0.0,1.7,0.429,0.422,0.6,0.9,0.714,0.7,0.9,1.6,0.7,0.7,0.1,0.8,4.0,1985-86,15,0.45,0.23,0
Jerome Henderson,LAL,1.0,3.0,2.0,3.0,0.667,0.0,,2.0,0.667,0.667,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1985-86,6,0.67,4.0,0
Michael Phelps,SEA,70.0,12.6,1.7,4.1,0.409,0.0,0.083,1.7,0.423,0.411,0.6,1.1,0.595,0.4,0.9,1.3,1.0,0.6,0.0,0.9,4.0,1985-86,23,0.44,0.04,0
Willie White,DEN,43.0,8.0,1.7,3.9,0.44,0.1,0.286,1.6,0.463,0.458,0.4,0.5,0.826,0.4,0.6,1.0,1.2,0.4,0.0,0.6,4.0,1985-86,9,0.49,0.09,0
Charles Jones,WSB,81.0,19.9,1.6,3.1,0.508,0.0,0.0,1.6,0.51,0.508,0.7,1.1,0.628,1.5,2.5,4.0,0.9,0.7,1.6,0.9,3.9,1985-86,17,0.54,0.1,0
Jerome Whitehead,GSW,81.0,13.3,1.6,3.6,0.429,0.0,,1.6,0.429,0.429,0.7,1.2,0.619,1.2,2.9,4.0,0.2,0.2,0.2,0.8,3.9,1985-86,27,0.47,0.06,0
Rick Robey,PHO,46.0,13.7,1.6,4.2,0.377,0.0,0.0,1.6,0.383,0.377,0.7,1.0,0.688,0.9,2.3,3.2,1.3,0.4,0.1,1.4,3.8,1985-86,20,0.41,0.1,0
Danny Vranes,SEA,80.0,19.6,1.6,3.6,0.461,0.0,0.0,1.6,0.468,0.461,0.5,0.9,0.52,1.4,2.1,3.5,0.9,0.8,0.4,0.7,3.8,1985-86,23,0.48,0.08,0
Manute Bol,WSB,80.0,26.1,1.6,3.5,0.46,0.0,0.0,1.6,0.462,0.46,0.5,1.1,0.488,1.5,4.4,6.0,0.3,0.4,5.0,0.8,3.7,1985-86,17,0.46,0.15,0
Quinn Buckner,IND,32.0,13.1,1.5,3.3,0.471,0.0,0.0,1.5,0.476,0.471,0.6,0.8,0.704,0.3,1.3,1.6,2.7,1.3,0.1,1.7,3.7,1985-86,26,0.51,0.18,0
Fred Cofield,NYK,45.0,10.4,1.7,4.1,0.408,0.1,0.2,1.6,0.426,0.416,0.3,0.4,0.6,0.1,0.9,1.0,1.8,0.4,0.1,1.1,3.7,1985-86,25,0.43,0.08,0
Jerry Reynolds,MIL,55.0,9.2,1.3,2.9,0.444,0.0,0.5,1.3,0.444,0.448,1.1,1.9,0.558,0.7,0.8,1.5,1.6,0.8,0.3,0.9,3.7,1985-86,7,0.5,0.08,0
Fred Roberts,UTA,58.0,8.1,1.3,2.9,0.443,0.0,0.5,1.3,0.442,0.446,1.2,1.5,0.77,0.5,0.8,1.4,0.5,0.1,0.1,0.9,3.7,1985-86,16,0.52,0.05,0
Clemon Johnson,PHI,75.0,14.3,1.4,3.0,0.471,0.0,,1.4,0.471,0.471,0.7,1.1,0.63,1.4,2.0,3.4,0.2,0.3,0.8,0.5,3.5,1985-86,8,0.5,0.08,0
Dwayne McClain,IND,45.0,10.2,1.5,4.0,0.383,0.0,0.111,1.5,0.398,0.386,0.4,0.8,0.514,0.3,0.4,0.7,1.5,0.8,0.1,0.9,3.5,1985-86,26,0.4,0.06,0
Lorenzo Charles,ATL,36.0,7.6,1.4,2.4,0.557,0.0,,1.4,0.557,0.557,0.7,1.0,0.667,0.4,0.7,1.1,0.2,0.1,0.2,0.5,3.4,1985-86,21,0.6,0.09,0
Pete Verhoeven,GSW,61.0,12.3,1.5,2.7,0.539,0.0,0.5,1.5,0.539,0.542,0.4,0.7,0.581,1.1,1.6,2.6,0.5,0.5,0.3,0.5,3.4,1985-86,27,0.57,0.09,0
Bill Wennington,DAL,56.0,10.0,1.3,2.7,0.471,0.0,0.0,1.3,0.483,0.471,0.8,1.1,0.726,0.6,1.8,2.4,0.4,0.2,0.4,0.4,3.4,1985-86,12,0.53,0.08,0
Rod Higgins,4TM,30.0,11.1,1.3,3.5,0.368,0.0,0.111,1.3,0.392,0.373,0.6,0.9,0.704,0.5,1.2,1.7,0.8,0.3,0.4,0.4,3.3,1985-86,-1,0.42,0.12,0
Rod Higgins,SEA,12.0,7.8,0.8,2.3,0.333,0.1,0.25,0.7,0.348,0.352,0.3,0.4,0.6,0.3,0.8,1.0,0.5,0.2,0.1,0.3,1.8,1985-86,23,0.36,0.14,0
Rod Higgins,SAS,11.0,11.6,1.6,3.6,0.45,0.0,0.0,1.6,0.474,0.45,1.0,1.5,0.688,0.5,1.7,2.2,1.1,0.2,0.3,0.5,4.3,1985-86,15,0.5,0.46,0
Rod Higgins,NJN,2.0,14.5,1.5,8.0,0.188,0.0,0.0,1.5,0.214,0.188,0.0,0.0,,1.5,2.5,4.0,0.5,0.5,2.0,1.0,3.0,1985-86,13,0.19,1.25,0
Rod Higgins,CHI,5.0,16.2,1.8,4.6,0.391,0.0,0.0,1.8,0.409,0.391,1.0,1.2,0.833,0.6,0.8,1.4,1.0,0.8,0.6,0.4,4.6,1985-86,18,0.45,1.0,0
David Thirdkill,BOS,49.0,7.9,1.1,2.2,0.491,0.0,0.0,1.1,0.495,0.491,1.1,1.8,0.625,0.6,0.9,1.4,0.3,0.2,0.1,0.4,3.3,1985-86,5,0.55,0.06,0
Bobby Cattage,NJN,29.0,6.4,1.0,2.9,0.337,0.0,0.2,0.9,0.346,0.343,1.2,1.5,0.795,0.5,0.7,1.2,0.1,0.2,0.0,0.4,3.2,1985-86,13,0.45,0.07,0
Paul Mokeski,MIL,45.0,11.6,1.3,3.1,0.424,0.0,,1.3,0.424,0.424,0.6,0.8,0.735,0.8,2.3,3.1,0.7,0.1,0.1,0.6,3.2,1985-86,7,0.46,0.1,0
Blair Rasmussen,DEN,48.0,6.9,1.3,3.1,0.407,0.0,,1.3,0.407,0.407,0.6,0.8,0.795,0.8,1.3,2.0,0.3,0.1,0.2,0.8,3.2,1985-86,9,0.46,0.06,0
Sam Vincent,BOS,57.0,7.6,1.0,2.8,0.364,0.0,0.25,1.0,0.367,0.367,1.1,1.2,0.929,0.2,0.6,0.8,1.2,0.3,0.1,0.9,3.2,1985-86,5,0.48,0.05,0
Scott Hastings,ATL,62.0,10.5,1.0,2.6,0.409,0.0,0.75,1.0,0.4,0.418,1.0,1.1,0.857,0.7,1.3,2.0,0.4,0.2,0.1,0.6,3.1,1985-86,21,0.5,0.06,0
Hank McDowell,HOU,22.0,9.3,1.1,1.9,0.571,0.0,0.0,1.1,0.585,0.571,0.8,1.1,0.68,0.5,1.7,2.2,0.3,0.0,0.1,0.5,3.0,1985-86,10,0.63,0.18,0
Ben McDonald,CLE,21.0,12.7,1.3,2.8,0.483,0.0,0.0,1.3,0.491,0.483,0.2,0.4,0.625,0.7,1.1,1.8,0.4,0.3,0.0,0.5,2.9,1985-86,19,0.49,0.15,0
Jay Murphy,LAC,14.0,7.1,1.1,3.2,0.356,0.0,0.0,1.1,0.372,0.356,0.6,1.0,0.643,0.5,0.6,1.1,0.2,0.3,0.2,0.4,2.9,1985-86,24,0.4,0.13,0
Dudley Bradley,WSB,70.0,12.0,1.0,3.0,0.349,0.2,0.25,0.8,0.397,0.39,0.5,0.8,0.571,0.3,1.0,1.4,1.5,1.2,0.0,0.6,2.8,1985-86,17,0.42,0.06,0
Carl Henry,SAC,28.0,5.3,1.1,2.4,0.463,0.1,0.4,1.0,0.474,0.493,0.4,0.6,0.706,0.3,0.4,0.7,0.1,0.2,0.0,0.3,2.8,1985-86,-1,0.53,0.07,0
Mike Smrek,CHI,38.0,10.7,1.2,3.2,0.377,0.0,0.0,1.2,0.383,0.377,0.4,0.8,0.552,1.2,1.7,2.9,0.5,0.2,0.6,0.8,2.8,1985-86,18,0.39,0.1,0
Pete Williams,DEN,53.0,10.8,1.3,2.1,0.604,0.0,,1.3,0.604,0.604,0.3,0.8,0.425,0.9,1.9,2.8,0.3,0.4,0.4,0.4,2.8,1985-86,9,0.57,0.09,0
Sly Williams,BOS,6.0,9.0,0.8,3.5,0.238,0.0,0.0,0.8,0.294,0.238,1.2,2.0,0.583,1.2,1.3,2.5,0.3,0.2,0.2,1.2,2.8,1985-86,5,0.32,0.22,0
Craig Ehlo,HOU,36.0,5.5,1.0,2.3,0.429,0.1,0.333,0.9,0.44,0.446,0.6,0.8,0.793,0.5,0.8,1.3,0.8,0.3,0.1,0.4,2.7,1985-86,10,0.51,0.09,0
Uwe Blab,DAL,48.0,8.5,0.9,2.0,0.468,0.0,,0.9,0.468,0.468,0.8,1.4,0.537,0.5,1.4,1.9,0.4,0.1,0.3,0.6,2.6,1985-86,12,0.5,0.06,0
Rick Carlisle,BOS,77.0,9.9,1.2,2.5,0.487,0.0,0.0,1.2,0.514,0.487,0.2,0.3,0.652,0.3,0.7,1.0,1.4,0.2,0.1,0.6,2.6,1985-86,5,0.49,0.04,0
Jeff Cook,2TM,36.0,10.4,0.9,2.0,0.425,0.0,0.0,0.9,0.431,0.425,0.8,1.2,0.643,0.9,1.5,2.4,0.6,0.4,0.3,0.4,2.5,1985-86,-1,0.49,0.12,0
Ennis Whatley,3TM,14.0,7.6,1.1,2.5,0.429,0.0,,1.1,0.429,0.429,0.4,0.7,0.5,0.3,0.7,1.0,1.6,0.4,0.1,0.7,2.5,1985-86,-1,0.45,0.23,0
Ennis Whatley,CLE,8.0,8.3,1.1,2.4,0.474,0.0,,1.1,0.474,0.474,0.5,0.9,0.571,0.3,0.6,0.9,1.6,0.6,0.0,0.8,2.8,1985-86,19,0.5,0.42,0
Ennis Whatley,WSB,4.0,6.8,1.3,3.5,0.357,0.0,,1.3,0.357,0.357,0.3,0.8,0.333,0.5,1.3,1.8,1.8,0.0,0.3,0.0,2.8,1985-86,17,0.36,1.0,0
Ennis Whatley,SAS,2.0,7.0,0.5,1.0,0.5,0.0,,0.5,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,1.5,0.0,0.0,2.0,1.0,1985-86,15,0.5,0.0,0
Ronnie Lester,LAL,27.0,8.2,1.0,1.9,0.5,0.0,0.0,1.0,0.531,0.5,0.6,0.7,0.789,0.0,0.4,0.4,2.0,0.3,0.1,1.6,2.5,1985-86,6,0.57,0.1,0
Wallace Bryant,2TM,17.0,12.8,0.9,2.8,0.313,0.0,,0.9,0.313,0.313,0.6,1.1,0.579,1.0,2.1,3.1,0.9,0.3,0.3,0.5,2.4,1985-86,-1,0.37,0.24,0
Billy McKinney,CHI,9.0,9.2,1.1,2.6,0.435,0.0,,1.1,0.435,0.435,0.2,0.2,1.0,0.1,0.4,0.6,1.4,0.3,0.0,0.2,2.4,1985-86,18,0.45,0.33,0
Stuart Gray,IND,67.0,6.3,0.8,1.6,0.5,0.0,,0.8,0.5,0.5,0.7,1.1,0.635,0.7,1.1,1.8,0.2,0.1,0.2,0.5,2.3,1985-86,26,0.55,0.04,0
Butch Carter,2TM,9.0,7.4,0.8,2.7,0.292,0.0,0.0,0.8,0.304,0.292,0.7,0.8,0.857,0.2,0.2,0.4,0.4,0.1,0.0,0.8,2.2,1985-86,-1,0.36,0.03,0
Michael Adams,SAC,18.0,7.7,0.9,2.4,0.364,0.0,0.0,0.9,0.39,0.364,0.4,0.7,0.667,0.1,0.2,0.3,1.2,0.5,0.1,0.6,2.2,1985-86,-1,0.41,0.11,0
Harold Keeling,DAL,20.0,3.8,0.9,2.0,0.436,0.0,,0.9,0.436,0.436,0.5,0.7,0.714,0.2,0.2,0.3,0.5,0.4,0.0,0.4,2.2,1985-86,12,0.48,0.08,0
Jim Thomas,LAC,6.0,11.5,1.0,2.5,0.4,0.0,,1.0,0.4,0.4,0.2,0.3,0.5,0.5,0.8,1.3,2.0,0.8,0.2,1.5,2.2,1985-86,24,0.42,0.57,0
Mike Bratz,SAC,33.0,8.2,0.8,2.1,0.371,0.1,0.286,0.7,0.393,0.4,0.4,0.5,0.778,0.1,0.6,0.7,1.2,0.4,0.0,0.5,2.1,1985-86,-1,0.45,0.08,0
Frank Brickowski,SEA,40.0,7.8,0.8,1.5,0.517,0.0,,0.8,0.517,0.517,0.5,0.7,0.667,0.4,1.0,1.4,0.5,0.3,0.2,0.6,2.0,1985-86,23,0.55,0.07,0
George Johnson,WSB,2.0,3.5,0.5,1.5,0.333,0.0,,0.5,0.333,0.333,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,2.0,1985-86,17,0.52,0.75,0
Yvon Joseph,NJN,1.0,5.0,0.0,0.0,,0.0,,0.0,,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1985-86,13,1.14,2.0,0
Rich Kelley,SAC,37.0,8.8,0.8,1.3,0.571,0.0,0.0,0.8,0.596,0.571,0.5,0.6,0.818,0.8,1.4,2.2,1.2,0.3,0.1,0.6,2.0,1985-86,-1,0.64,0.12,0
David Pope,SEA,11.0,6.7,0.8,1.8,0.45,0.1,1.0,0.7,0.421,0.475,0.2,0.4,0.5,0.5,0.5,1.0,0.4,0.2,0.1,0.2,1.9,1985-86,23,0.48,0.2,0
Chuck Nevitt,2TM,29.0,4.3,0.5,1.5,0.349,0.0,,0.5,0.349,0.349,0.7,0.9,0.731,0.4,0.7,1.1,0.2,0.1,0.7,0.4,1.7,1985-86,-1,0.45,0.08,0
Mike Brittain,SAS,32.0,6.8,0.7,1.3,0.512,0.0,,0.7,0.512,0.512,0.3,0.6,0.526,0.3,1.2,1.5,0.2,0.1,0.4,0.6,1.7,1985-86,15,0.54,0.08,0
David Cooke,SAC,6.0,6.3,0.3,1.8,0.182,0.0,,0.3,0.182,0.182,0.8,1.7,0.5,0.8,0.8,1.7,0.2,0.7,0.0,0.3,1.5,1985-86,-1,0.29,0.23,0
Mike Gibson,DET,32.0,5.0,0.6,1.6,0.392,0.0,,0.6,0.392,0.392,0.3,0.3,0.727,0.5,0.8,1.3,0.2,0.3,0.1,0.2,1.5,1985-86,11,0.43,0.07,0
Steve Hayes,UTA,58.0,6.8,0.7,1.5,0.448,0.0,,0.7,0.448,0.448,0.2,0.6,0.306,0.6,0.8,1.3,0.1,0.1,0.3,0.3,1.5,1985-86,16,0.43,0.03,0
Derrick Rowland,MIL,2.0,4.5,0.5,1.5,0.333,0.0,,0.5,0.333,0.333,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.5,1985-86,7,0.39,0.5,0
Voise Winters,PHI,4.0,4.3,0.8,3.3,0.231,0.0,0.0,0.8,0.25,0.231,0.0,0.0,,0.3,0.5,0.8,0.0,0.3,0.0,0.5,1.5,1985-86,8,0.23,-0.1,0
Guy Williams,GSW,5.0,5.0,0.4,1.0,0.4,0.0,,0.4,0.4,0.4,0.6,1.2,0.5,0.0,1.2,1.2,0.0,0.2,0.4,0.0,1.4,1985-86,27,0.46,0.4,0
Greg Kite,BOS,64.0,7.3,0.5,1.4,0.374,0.0,0.0,0.5,0.378,0.374,0.2,0.6,0.385,0.5,1.5,2.0,0.3,0.0,0.4,0.5,1.3,1985-86,5,0.39,0.03,0
Jeff Cross,LAC,21.0,6.1,0.3,1.1,0.25,0.0,,0.3,0.25,0.25,0.7,1.2,0.56,0.4,1.0,1.4,0.0,0.1,0.1,0.3,1.2,1985-86,24,0.37,0.06,0
Earl Jones,MIL,12.0,3.6,0.4,1.0,0.417,0.0,,0.4,0.417,0.417,0.3,0.3,0.75,0.3,0.5,0.8,0.3,0.0,0.1,0.6,1.1,1985-86,7,0.49,0.09,0
Claude Gregory,WSB,2.0,1.0,0.5,1.0,0.5,0.0,,0.5,0.5,0.5,0.0,0.0,,1.0,0.0,1.0,0.0,0.5,0.0,1.0,1.0,1985-86,17,0.5,0.5,0
Alex Stivrins,SEA,3.0,4.7,0.3,1.3,0.25,0.0,,0.3,0.25,0.25,0.3,1.3,0.25,1.0,0.0,1.0,0.3,0.0,0.0,1.0,1.0,1985-86,23,0.27,-0.23,0
George Johnson,SEA,41.0,6.4,0.3,0.6,0.522,0.0,,0.3,0.522,0.522,0.3,0.4,0.688,0.6,0.8,1.5,0.3,0.1,0.9,0.3,0.9,1985-86,23,0.58,0.07,0
Brian Martin,2TM,8.0,2.6,0.4,0.9,0.429,0.0,,0.4,0.429,0.429,0.0,0.3,0.0,0.1,0.4,0.5,0.0,0.0,0.1,0.3,0.8,1985-86,-1,0.39,0.04,0
Granville Waiters,HOU,43.0,3.6,0.3,0.9,0.333,0.0,0.0,0.3,0.342,0.333,0.0,0.1,0.167,0.3,0.3,0.7,0.2,0.1,0.2,0.3,0.6,1985-86,10,0.32,0.02,0
Ron Crevier,2TM,3.0,1.3,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.7,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1985-86,-1,0.0,-0.47,0
Ozell Jones,LAC,3.0,6.0,0.0,0.7,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.7,0.7,0.0,0.7,0.3,1.0,0.0,1985-86,24,0.0,0.0,0
Walker Russell,DET,1.0,2.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1985-86,11,0.0,0.0,0
Michael Young,PHI,2.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1985-86,8,0.0,-0.5,0
League Average,,,,,,0.487,,0.282,,0.495,0.493,,,0.756,,,,,,,,,1985-86,-1,,,0
