Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,Team_Rank,TS%,EFF,Nominated
Tony Fuller,DET,15.0,16.5,1.6,4.4,0.364,0.0,0.0,1.6,0.369,0.364,0.8,1.1,0.75,0.9,1.9,2.8,1.9,0.7,0.1,1.5,4.0,1980-81,26,0.41,0.33,0
Edmund Lawrence,DET,3.0,6.3,1.7,2.7,0.625,0.0,,1.7,0.625,0.625,0.7,1.3,0.5,0.7,0.7,1.3,0.3,0.3,0.0,0.3,4.0,1980-81,26,0.61,1.33,0
Rudy White,2TM,16.0,13.0,1.4,4.1,0.354,0.0,0.0,1.4,0.359,0.354,0.9,1.0,0.938,0.1,0.6,0.7,1.3,0.6,0.1,0.8,3.8,1980-81,-1,0.42,0.18,0
Mel Bennett,UTA,28.0,11.2,0.9,2.1,0.433,0.0,0.0,0.9,0.448,0.433,1.9,2.9,0.654,1.2,2.1,3.3,0.5,0.1,0.4,1.1,3.8,1980-81,24,0.56,0.17,0
Jeff Judkins,UTA,62.0,10.7,1.5,3.5,0.426,0.1,0.321,1.3,0.441,0.447,0.7,0.8,0.882,0.5,1.0,1.5,1.0,0.3,0.0,0.5,3.8,1980-81,24,0.49,0.06,0
Ronnie Lester,CHI,8.0,10.4,1.3,3.0,0.417,0.0,,1.3,0.417,0.417,1.3,1.4,0.909,0.4,0.4,0.8,0.9,0.3,0.0,1.1,3.8,1980-81,23,0.53,0.36,0
Jim McElroy,ATL,54.0,12.6,1.4,3.7,0.386,0.0,0.125,1.4,0.397,0.389,0.9,1.1,0.814,0.2,0.7,0.9,1.6,0.4,0.2,1.5,3.8,1980-81,10,0.45,0.05,0
Frankie Sanders,KCK,23.0,8.1,1.5,3.3,0.442,0.0,,1.5,0.442,0.442,0.9,1.0,0.909,0.3,0.7,0.9,0.7,0.7,0.0,0.9,3.8,1980-81,-1,0.51,0.14,0
Jan van Breda Kolff,NJN,78.0,18.3,1.3,3.1,0.408,0.0,0.25,1.3,0.414,0.412,1.3,1.5,0.838,0.6,2.0,2.6,1.7,0.5,0.6,1.4,3.8,1980-81,21,0.51,0.07,0
Rory Sparrow,NJN,15.0,14.1,1.5,4.2,0.349,0.0,,1.5,0.349,0.349,0.8,1.1,0.75,0.5,0.7,1.2,2.1,0.9,0.2,1.2,3.7,1980-81,21,0.39,0.26,0
Sam Worthen,CHI,64.0,14.8,1.5,3.0,0.495,0.0,0.0,1.5,0.505,0.495,0.7,0.9,0.75,0.3,1.5,1.8,1.8,0.9,0.1,1.4,3.7,1980-81,23,0.54,0.08,0
Don Ford,CLE,64.0,15.6,1.6,3.5,0.446,0.0,0.0,1.6,0.452,0.446,0.3,0.4,0.917,1.2,1.4,2.6,1.3,0.2,0.2,0.8,3.5,1980-81,18,0.48,0.08,0
Ronnie Valentine,DEN,24.0,5.1,1.5,4.1,0.378,0.0,0.5,1.5,0.375,0.383,0.4,0.8,0.474,0.4,0.8,1.3,0.3,0.3,0.2,0.7,3.5,1980-81,22,0.39,0.08,0
Stan Pietkiewicz,2TM,42.0,11.0,1.4,3.3,0.413,0.5,0.396,0.9,0.422,0.482,0.3,0.3,0.786,0.3,0.7,1.0,1.8,0.4,0.0,0.5,3.4,1980-81,-1,0.5,0.1,0
Lloyd Walton,KCK,61.0,13.5,1.5,3.6,0.413,0.0,0.0,1.5,0.415,0.413,0.4,0.5,0.788,0.2,0.6,0.8,3.4,0.5,0.0,1.3,3.4,1980-81,-1,0.45,0.08,0
John Lambert,2TM,46.0,10.5,1.5,3.6,0.412,0.0,0.0,1.5,0.417,0.412,0.4,0.5,0.783,0.6,1.4,2.0,0.6,0.3,0.1,0.4,3.3,1980-81,-1,0.43,0.08,0
Tom Burleson,ATL,31.0,11.7,1.3,3.2,0.414,0.0,,1.3,0.414,0.414,0.6,1.3,0.488,1.4,1.6,3.0,0.4,0.3,0.6,0.8,3.3,1980-81,10,0.44,0.14,0
Phil Chenier,GSW,9.0,9.1,1.2,3.7,0.333,0.1,0.333,1.1,0.333,0.348,0.7,0.7,1.0,0.1,0.8,0.9,0.8,0.0,0.0,0.4,3.2,1980-81,25,0.4,0.22,0
Art Collins,ATL,29.0,13.6,1.2,3.4,0.354,0.0,0.0,1.2,0.361,0.354,0.8,1.2,0.667,0.7,0.8,1.4,0.9,0.4,0.0,1.1,3.2,1980-81,10,0.41,0.08,0
Brad Holland,LAL,41.0,7.2,1.1,2.7,0.423,0.0,0.333,1.1,0.426,0.428,0.9,1.2,0.714,0.2,0.5,0.7,0.6,0.5,0.0,0.8,3.2,1980-81,6,0.5,0.06,0
Billy Reid,GSW,59.0,10.1,1.4,3.1,0.454,0.0,0.0,1.4,0.467,0.454,0.4,0.7,0.564,0.5,0.6,1.0,1.2,0.6,0.1,1.3,3.2,1980-81,25,0.47,0.05,0
Kenny Natt,IND,19.0,7.8,1.3,4.1,0.325,0.1,0.25,1.2,0.333,0.338,0.4,0.6,0.636,0.5,0.3,0.8,0.5,0.3,0.1,0.5,3.1,1980-81,19,0.36,0.07,0
Brett Vroman,UTA,11.0,8.5,0.9,2.5,0.37,0.0,0.0,0.9,0.385,0.37,1.3,1.7,0.737,0.6,1.6,2.3,0.8,0.5,0.5,0.8,3.1,1980-81,24,0.48,0.4,0
Roy Hamilton,POR,1.0,5.0,1.0,3.0,0.333,0.0,,1.0,0.333,0.333,1.0,2.0,0.5,2.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,1980-81,17,0.39,2.0,0
Chad Kinch,2TM,41.0,8.6,1.3,3.4,0.369,0.0,,1.3,0.369,0.369,0.3,0.4,0.778,0.2,0.6,0.8,1.1,0.3,0.1,0.7,2.9,1980-81,-1,0.41,0.06,0
Len Elmore,MIL,72.0,12.8,1.1,2.9,0.358,0.0,,1.1,0.358,0.358,0.8,1.0,0.72,0.9,1.9,2.9,1.0,0.5,0.7,0.6,2.9,1980-81,11,0.43,0.08,0
Jim Brewer,LAL,78.0,14.2,1.3,2.5,0.513,0.0,0.0,1.3,0.518,0.513,0.2,0.5,0.375,1.6,2.0,3.6,0.7,0.6,0.7,0.6,2.8,1980-81,6,0.51,0.08,0
Reggie Carter,NYK,60.0,8.9,1.0,3.0,0.33,0.0,0.0,1.0,0.335,0.33,0.9,1.2,0.739,0.5,0.7,1.2,1.3,0.4,0.0,0.6,2.8,1980-81,15,0.4,0.05,0
Andre McCarter,WSB,43.0,10.4,1.2,3.1,0.378,0.0,0.25,1.1,0.386,0.385,0.4,0.6,0.75,0.4,0.5,0.9,1.7,0.3,0.0,0.6,2.8,1980-81,16,0.42,0.07,0
John Stroud,HOU,9.0,9.8,1.2,3.8,0.324,0.0,,1.2,0.324,0.324,0.3,0.4,0.75,0.8,0.7,1.4,1.0,0.1,0.0,0.4,2.8,1980-81,13,0.35,0.24,0
Darrell Allums,DAL,22.0,12.5,1.0,3.0,0.343,0.0,0.0,1.0,0.348,0.343,0.6,1.0,0.591,0.9,2.1,3.0,1.1,0.2,0.4,1.0,2.7,1980-81,-1,0.39,0.18,0
Norman Black,DET,3.0,9.3,1.0,3.3,0.3,0.0,,1.0,0.3,0.3,0.7,2.7,0.25,0.0,0.7,0.7,0.7,0.3,0.0,0.3,2.7,1980-81,26,0.3,-0.07,0
Mike Harper,POR,55.0,8.4,1.0,2.5,0.412,0.0,0.0,1.0,0.421,0.412,0.7,1.5,0.435,0.5,1.2,1.7,0.3,0.4,0.4,0.6,2.7,1980-81,17,0.43,0.05,0
Mike Niles,PHO,44.0,5.3,1.1,3.1,0.348,0.0,0.5,1.0,0.343,0.355,0.4,0.8,0.459,0.6,0.7,1.3,0.3,0.2,0.0,0.6,2.6,1980-81,9,0.38,0.03,0
Mack Calvin,CLE,21.0,6.1,0.6,1.9,0.333,0.0,0.2,0.6,0.353,0.346,1.2,1.7,0.714,0.1,0.5,0.6,1.3,0.2,0.0,0.8,2.5,1980-81,18,0.47,0.1,0
Ralph Drollinger,DAL,6.0,11.2,1.2,2.3,0.5,0.0,,1.2,0.5,0.5,0.2,0.7,0.25,0.8,2.3,3.2,2.3,0.2,0.3,2.2,2.5,1980-81,-1,0.48,0.78,0
Bill Mayfield,GSW,7.0,7.7,1.1,2.6,0.444,0.0,,1.1,0.444,0.444,0.1,0.3,0.5,1.0,0.3,1.3,0.1,0.0,0.1,0.4,2.4,1980-81,25,0.44,0.26,0
Clifford Ray,GSW,66.0,12.7,1.0,2.3,0.421,0.0,,1.0,0.421,0.421,0.4,0.9,0.468,1.1,2.2,3.3,0.8,0.4,0.2,1.1,2.4,1980-81,25,0.45,0.06,0
Alan Hardy,LAL,22.0,5.0,1.0,2.7,0.373,0.0,,1.0,0.373,0.373,0.3,0.5,0.7,0.4,0.5,0.9,0.1,0.0,0.4,0.5,2.3,1980-81,6,0.39,0.06,0
Walter Jordan,CLE,30.0,6.9,1.0,2.5,0.387,0.0,,1.0,0.387,0.387,0.3,0.6,0.588,0.8,0.6,1.4,0.4,0.4,0.2,0.6,2.3,1980-81,18,0.42,0.08,0
Dennis Awtrey,SEA,47.0,12.9,0.9,2.0,0.473,0.0,,0.9,0.473,0.473,0.3,0.4,0.7,0.7,1.6,2.3,1.1,0.3,0.2,0.7,2.2,1980-81,8,0.51,0.09,0
Wally Rank,SDC,25.0,6.1,0.8,2.3,0.368,0.0,,0.8,0.368,0.368,0.5,1.1,0.464,0.7,0.5,1.2,0.7,0.3,0.0,1.0,2.2,1980-81,20,0.4,0.05,0
Eric Fernsten,BOS,45.0,6.2,0.8,1.8,0.481,0.0,,0.8,0.481,0.481,0.4,0.7,0.667,0.6,0.7,1.4,0.2,0.1,0.2,0.4,2.1,1980-81,5,0.5,0.05,0
James Ray,DEN,18.0,8.2,0.8,2.7,0.306,0.0,0.0,0.8,0.313,0.306,0.4,0.6,0.7,0.7,1.3,2.1,0.6,0.2,0.2,0.7,2.1,1980-81,22,0.35,0.13,0
Dave Britton,WSB,2.0,4.5,1.0,1.5,0.667,0.0,,1.0,0.667,0.667,0.0,0.0,,0.0,1.0,1.0,1.5,0.5,0.0,1.0,2.0,1980-81,16,0.67,1.75,0
Keith McCord,WSB,2.0,4.5,1.0,2.0,0.5,0.0,,1.0,0.5,0.5,0.0,0.0,,0.5,0.5,1.0,0.5,0.0,0.0,1.0,2.0,1980-81,16,0.5,0.75,0
Jerry Sichting,IND,47.0,9.6,0.7,2.0,0.358,0.0,0.0,0.7,0.378,0.358,0.5,0.7,0.781,0.2,0.7,0.9,1.5,0.5,0.0,0.6,2.0,1980-81,19,0.43,0.06,0
Jacky Dorsey,SEA,29.0,8.7,0.7,2.4,0.286,0.0,,0.7,0.286,0.286,0.4,0.9,0.52,0.8,2.2,3.0,0.3,0.3,0.0,0.5,1.8,1980-81,8,0.32,0.09,0
John Duren,UTA,40.0,11.5,0.8,2.5,0.327,0.0,0.0,0.8,0.33,0.327,0.1,0.2,0.556,0.2,0.7,0.9,1.4,0.5,0.1,0.9,1.8,1980-81,24,0.35,0.05,0
Myles Patrick,LAL,3.0,3.0,0.7,1.7,0.4,0.0,,0.7,0.4,0.4,0.3,0.7,0.5,0.3,0.3,0.7,0.3,0.0,0.0,0.3,1.7,1980-81,6,0.42,0.33,0
Tom Abernethy,2TM,39.0,7.6,0.6,1.5,0.424,0.0,0.0,0.6,0.431,0.424,0.3,0.6,0.591,0.5,0.7,1.2,0.5,0.2,0.1,0.2,1.6,1980-81,-1,0.45,0.06,0
Monti Davis,2TM,2.0,5.0,0.5,2.5,0.2,0.0,,0.5,0.2,0.2,0.5,2.5,0.2,1.0,1.0,2.0,0.0,0.0,0.5,0.0,1.5,1980-81,-1,0.21,0.0,0
Geoff Crompton,POR,6.0,5.5,0.7,1.3,0.5,0.0,,0.7,0.5,0.5,0.2,0.8,0.2,1.2,1.8,3.0,0.3,0.0,0.3,0.8,1.5,1980-81,17,0.45,0.52,0
Lee Johnson,2TM,12.0,7.5,0.6,2.1,0.28,0.0,,0.6,0.28,0.28,0.3,0.4,0.6,0.5,1.3,1.8,0.1,0.0,0.4,0.6,1.4,1980-81,-1,0.31,0.12,0
Wayne Kreklow,BOS,25.0,4.0,0.4,1.9,0.234,0.0,0.25,0.4,0.233,0.245,0.3,0.4,0.7,0.1,0.4,0.5,0.4,0.1,0.0,0.4,1.2,1980-81,5,0.29,0.01,0
Kim Hughes,2TM,53.0,9.2,0.5,1.3,0.386,0.0,,0.5,0.386,0.386,0.0,0.0,0.5,0.9,1.5,2.4,0.7,0.5,0.7,0.8,1.0,1980-81,-1,0.38,0.07,0
Dick Miller,2TM,8.0,6.6,0.5,1.1,0.444,0.0,0.0,0.5,0.5,0.444,0.0,0.0,,0.3,0.6,0.9,0.6,0.5,0.0,1.0,1.0,1980-81,-1,0.45,0.18,0
Lewis Brown,WSB,2.0,2.5,0.0,1.5,0.0,0.0,,0.0,0.0,0.0,1.0,2.5,0.4,0.5,0.5,1.0,0.0,0.0,0.0,0.5,1.0,1980-81,16,0.19,-0.75,0
Tony Jackson,LAL,2.0,7.0,0.5,1.5,0.333,0.0,,0.5,0.333,0.333,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1980-81,6,0.33,1.5,0
Jawann Oldham,DEN,4.0,5.3,0.5,1.5,0.333,0.0,,0.5,0.333,0.333,0.0,0.0,,0.8,0.5,1.3,0.0,0.0,0.5,0.5,1.0,1980-81,22,0.33,0.32,0
Tony Price,SDC,5.0,5.8,0.4,1.4,0.286,0.0,,0.4,0.286,0.286,0.0,0.0,,0.0,0.0,0.0,0.6,0.4,0.2,0.4,0.8,1980-81,20,0.29,0.12,0
John Mengelt,GSW,2.0,5.5,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1980-81,25,0.0,-0.5,0
League Average,,,,,,0.486,,0.245,,0.491,0.489,,,0.751,,,,,,,,,1980-81,-1,,,0
