Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Season
Giannis Antetokounmpo,30.0,MIL,PF,19.0,19.0,34.8,12.7,20.7,0.616,0.2,0.7,0.214,12.6,19.9,0.631,0.62,6.9,11.4,0.611,2.2,9.5,11.6,6.6,0.5,1.3,3.5,2.6,32.6,,2024-25
LaMelo Ball,23.0,CHO,PG,18.0,18.0,34.1,10.7,24.9,0.43,4.7,13.1,0.356,6.1,11.8,0.512,0.523,4.9,5.8,0.848,0.9,4.4,5.4,6.9,1.1,0.2,4.5,4.1,31.1,,2024-25
Nikola Jokić,29.0,DEN,C,17.0,17.0,37.7,11.4,20.4,0.559,2.1,4.2,0.5,9.3,16.2,0.575,0.611,5.0,6.1,0.817,3.9,9.5,13.4,10.4,1.8,0.8,3.7,1.9,29.9,,2024-25
Shai Gilgeous-Alexander,26.0,OKC,PG,22.0,22.0,34.1,10.5,20.6,0.507,2.0,6.3,0.326,8.4,14.4,0.585,0.556,6.8,8.0,0.857,0.9,4.5,5.4,6.5,1.8,1.0,2.6,2.0,29.8,,2024-25
Paolo Banchero,22.0,ORL,PF,5.0,5.0,36.4,9.6,19.4,0.495,2.2,6.4,0.344,7.4,13.0,0.569,0.552,7.6,11.8,0.644,2.4,6.4,8.8,5.6,0.6,0.8,2.2,2.6,29.0,,2024-25
Luka Dončić,25.0,DAL,PG,17.0,17.0,36.6,10.1,22.4,0.45,3.4,9.9,0.339,6.7,12.5,0.538,0.525,5.2,6.9,0.752,0.6,7.4,8.0,7.9,1.8,0.4,3.3,2.8,28.6,,2024-25
Jayson Tatum,26.0,BOS,PF,21.0,21.0,36.4,9.1,20.1,0.454,4.0,10.6,0.374,5.2,9.6,0.542,0.552,6.2,7.7,0.802,0.5,8.1,8.6,5.6,1.3,0.6,3.0,2.4,28.4,,2024-25
Anthony Davis,31.0,LAL,C,21.0,21.0,35.2,9.6,18.1,0.53,0.7,2.0,0.349,8.9,16.1,0.553,0.55,6.9,8.9,0.78,2.5,8.8,11.3,3.4,1.2,1.9,1.9,2.0,26.9,,2024-25
De'Aaron Fox,27.0,SAC,PG,23.0,23.0,37.7,9.9,20.3,0.485,2.1,6.3,0.338,7.7,14.0,0.551,0.537,5.0,6.2,0.803,1.1,4.0,5.1,5.8,1.9,0.2,3.6,2.6,26.8,,2024-25
Anthony Edwards,23.0,MIN,SG,21.0,21.0,36.4,9.0,20.4,0.443,4.5,10.6,0.423,4.6,9.9,0.464,0.552,3.6,4.5,0.8,0.7,4.8,5.5,3.7,1.4,0.6,3.0,2.0,26.2,,2024-25
Damian Lillard,34.0,MIL,PG,18.0,18.0,35.8,8.0,17.7,0.451,3.5,9.3,0.377,4.5,8.4,0.533,0.55,6.4,7.0,0.921,0.6,3.9,4.4,7.5,0.9,0.2,2.9,1.8,25.9,,2024-25
Kevin Durant,36.0,PHO,PF,13.0,13.0,35.7,9.2,17.2,0.536,2.7,6.0,0.449,6.5,11.2,0.582,0.614,4.6,5.8,0.8,0.2,6.5,6.7,3.1,0.5,1.5,3.3,1.7,25.8,,2024-25
Jaylen Brown,28.0,BOS,SF,17.0,17.0,36.3,8.5,19.8,0.432,2.6,7.8,0.333,5.9,12.0,0.495,0.497,5.5,7.2,0.764,1.5,4.8,6.4,4.6,1.2,0.4,2.5,2.6,25.2,,2024-25
Karl-Anthony Towns,29.0,NYK,C,21.0,21.0,33.8,9.0,17.0,0.531,2.3,5.2,0.45,6.7,11.8,0.567,0.6,4.9,5.7,0.857,2.9,10.3,13.2,3.0,0.8,0.9,2.3,3.3,25.2,,2024-25
Devin Booker,28.0,PHO,SG,21.0,21.0,36.9,8.0,18.3,0.438,2.7,7.9,0.345,5.3,10.4,0.507,0.512,6.4,7.1,0.899,1.1,2.7,3.8,6.3,1.0,0.4,2.3,2.2,25.1,,2024-25
Jalen Brunson,28.0,NYK,PG,22.0,22.0,33.8,8.5,17.3,0.493,2.6,6.0,0.429,6.0,11.3,0.528,0.568,5.5,6.4,0.851,0.5,2.4,2.8,7.5,0.6,0.0,2.2,2.4,25.1,,2024-25
Tyrese Maxey,24.0,PHI,PG,14.0,14.0,36.4,8.8,21.5,0.409,2.9,9.4,0.305,5.9,12.1,0.488,0.475,4.4,5.1,0.861,0.2,3.0,3.2,4.8,2.0,0.4,1.9,2.5,24.9,,2024-25
Cam Thomas,23.0,BRK,SG,17.0,17.0,33.4,8.1,17.5,0.461,2.9,7.4,0.389,5.2,10.1,0.515,0.544,5.7,6.6,0.866,0.4,2.9,3.2,3.4,0.7,0.1,2.8,2.0,24.7,,2024-25
Donovan Mitchell,28.0,CLE,SG,22.0,22.0,31.7,8.8,19.3,0.455,3.8,9.3,0.412,5.0,10.0,0.495,0.554,3.1,3.9,0.812,0.6,4.2,4.8,4.2,1.6,0.4,2.1,2.4,24.5,,2024-25
Franz Wagner,23.0,ORL,SF,24.0,24.0,33.0,8.8,18.8,0.467,2.0,6.1,0.327,6.8,12.6,0.535,0.52,4.7,5.3,0.875,1.0,4.7,5.6,5.7,1.8,0.5,2.4,2.3,24.2,,2024-25
Tyler Herro,25.0,MIA,SG,20.0,20.0,34.7,8.3,17.7,0.467,4.3,10.3,0.42,4.0,7.4,0.534,0.589,3.3,3.9,0.857,0.3,5.0,5.2,4.9,0.8,0.1,2.5,1.7,24.1,,2024-25
Kyrie Irving,32.0,DAL,SG,21.0,21.0,34.9,9.0,18.0,0.499,3.0,6.7,0.457,6.0,11.4,0.523,0.583,3.0,3.5,0.877,1.2,3.6,4.9,5.3,1.2,0.2,2.1,2.4,24.1,,2024-25
Norman Powell,31.0,LAC,SG,17.0,17.0,32.4,8.3,16.4,0.505,4.0,7.9,0.507,4.3,8.5,0.503,0.627,3.4,4.0,0.838,0.3,2.6,2.9,2.4,1.1,0.2,2.1,1.8,23.9,,2024-25
Cade Cunningham,23.0,DET,PG,20.0,20.0,35.9,9.0,19.8,0.452,2.4,6.4,0.378,6.6,13.5,0.487,0.513,3.4,4.3,0.779,1.1,6.1,7.2,9.1,0.9,0.8,4.8,2.7,23.7,,2024-25
RJ Barrett,24.0,TOR,SG,20.0,20.0,34.5,8.5,18.7,0.456,2.0,5.9,0.342,6.5,12.8,0.508,0.509,4.6,6.5,0.713,0.9,5.8,6.7,6.0,0.8,0.3,3.4,2.5,23.6,,2024-25
Victor Wembanyama,21.0,SAS,C,18.0,18.0,32.5,8.7,18.2,0.476,3.1,9.2,0.337,5.6,9.0,0.617,0.561,3.1,3.6,0.859,2.1,8.3,10.4,3.8,1.3,3.4,3.6,2.2,23.5,,2024-25
Brandon Ingram,27.0,NOP,SF,17.0,17.0,33.9,9.1,19.4,0.468,2.5,6.6,0.372,6.6,12.7,0.519,0.532,2.6,3.1,0.849,1.0,4.8,5.8,5.3,0.9,0.6,3.9,2.6,23.2,,2024-25
DeMar DeRozan,35.0,SAC,SF,18.0,18.0,36.2,8.3,16.8,0.497,0.6,2.1,0.289,7.7,14.7,0.527,0.515,5.4,6.5,0.838,0.6,3.6,4.2,4.2,1.5,0.6,1.8,1.7,22.7,,2024-25
Zion Williamson,24.0,NOP,PF,6.0,6.0,31.0,7.8,17.3,0.452,0.3,1.0,0.333,7.5,16.3,0.459,0.462,6.7,10.0,0.667,2.7,5.3,8.0,5.3,0.7,1.2,3.7,3.0,22.7,,2024-25
Stephen Curry,36.0,GSW,PG,16.0,16.0,30.2,7.5,16.4,0.456,4.2,10.0,0.419,3.3,6.4,0.515,0.584,3.4,3.6,0.947,0.5,5.1,5.6,6.6,1.4,0.5,3.4,1.2,22.6,,2024-25
LeBron James,40.0,LAL,SF,22.0,22.0,34.7,8.5,17.3,0.491,1.9,5.5,0.342,6.6,11.9,0.559,0.545,3.4,4.5,0.758,1.0,7.0,7.9,9.0,0.6,0.5,4.1,1.1,22.3,,2024-25
Jaren Jackson Jr.,25.0,MEM,C,21.0,21.0,28.3,7.7,15.0,0.513,1.7,5.1,0.333,6.0,9.9,0.606,0.57,4.6,5.5,0.835,1.3,4.4,5.8,1.3,1.4,1.7,2.3,3.2,21.7,,2024-25
Brandon Miller,22.0,CHO,SF,18.0,18.0,34.1,7.6,18.7,0.407,4.1,10.9,0.371,3.6,7.8,0.457,0.515,2.4,2.7,0.896,1.0,4.2,5.2,3.5,1.3,0.7,2.7,2.7,21.7,,2024-25
Nikola Vučević,34.0,CHI,C,23.0,23.0,31.9,8.7,14.7,0.592,2.2,4.7,0.468,6.5,10.0,0.651,0.667,2.1,2.5,0.842,2.0,7.9,9.9,3.3,0.7,0.8,1.9,2.4,21.7,,2024-25
Jalen Williams,23.0,OKC,SG,22.0,22.0,31.7,8.5,16.5,0.511,2.0,5.1,0.389,6.5,11.4,0.566,0.571,2.8,3.5,0.816,0.9,5.2,6.1,5.0,2.0,0.9,2.0,2.7,21.7,,2024-25
James Harden,35.0,LAC,PG,24.0,24.0,33.9,6.2,16.3,0.379,2.8,8.4,0.338,3.3,7.9,0.421,0.465,6.5,7.2,0.896,0.6,6.2,6.8,8.5,1.6,0.7,4.4,2.0,21.6,,2024-25
CJ McCollum,33.0,NOP,PG,10.0,10.0,33.0,8.3,18.4,0.451,2.9,8.5,0.341,5.4,9.9,0.545,0.53,1.9,3.0,0.633,0.7,3.0,3.7,3.4,1.4,0.4,1.4,2.2,21.4,,2024-25
Zach LaVine,29.0,CHI,SF,20.0,20.0,33.4,7.8,15.4,0.505,3.1,7.3,0.425,4.7,8.1,0.578,0.606,2.7,3.3,0.815,0.3,4.3,4.5,4.4,0.8,0.3,2.7,1.9,21.3,,2024-25
Scottie Barnes,23.0,TOR,PF,12.0,12.0,33.7,7.8,16.8,0.46,1.7,5.8,0.29,6.1,11.1,0.549,0.51,4.0,5.6,0.716,2.3,6.5,8.8,7.3,1.3,0.8,3.8,2.0,21.2,,2024-25
Kristaps Porziņģis,29.0,BOS,C,4.0,4.0,27.3,7.0,14.3,0.491,2.3,6.3,0.36,4.8,8.0,0.594,0.57,4.8,5.8,0.826,1.5,6.3,7.8,1.8,1.0,1.0,0.8,2.0,21.0,,2024-25
Julius Randle,30.0,MIN,PF,21.0,21.0,33.4,7.2,14.5,0.5,1.7,4.8,0.356,5.5,9.7,0.571,0.559,4.8,5.9,0.813,1.7,5.0,6.7,4.0,0.8,0.0,2.7,2.6,21.0,,2024-25
Ja Morant,25.0,MEM,PG,13.0,13.0,27.7,7.0,15.6,0.448,1.2,4.4,0.263,5.8,11.2,0.521,0.485,5.8,6.8,0.852,0.5,3.5,4.0,8.5,0.9,0.4,3.8,1.6,20.9,,2024-25
Domantas Sabonis,28.0,SAC,C,21.0,21.0,36.4,8.0,12.8,0.625,1.0,2.5,0.415,7.0,10.3,0.676,0.665,3.8,4.7,0.806,3.2,9.4,12.6,6.3,0.7,0.4,3.5,3.7,20.8,,2024-25
Trae Young,26.0,ATL,PG,22.0,22.0,35.7,6.3,16.5,0.384,2.5,8.3,0.306,3.8,8.1,0.464,0.461,5.5,6.2,0.891,0.6,3.2,3.9,12.0,1.2,0.1,4.7,2.2,20.7,,2024-25
Darius Garland,25.0,CLE,PG,22.0,22.0,30.1,7.4,15.0,0.491,3.0,6.8,0.44,4.4,8.2,0.533,0.591,2.8,2.9,0.953,0.5,1.8,2.3,6.6,1.0,0.2,2.3,2.6,20.5,,2024-25
Jalen Johnson,23.0,ATL,SF,22.0,22.0,36.4,8.0,15.8,0.509,1.6,4.5,0.36,6.4,11.3,0.569,0.56,2.4,3.2,0.757,1.7,8.2,9.9,5.5,1.4,1.1,3.2,2.0,20.1,,2024-25
Pascal Siakam,30.0,IND,PF,23.0,23.0,34.3,7.8,14.7,0.531,1.8,4.3,0.41,6.0,10.3,0.582,0.592,2.8,3.6,0.78,1.8,4.6,6.3,3.7,0.9,0.3,1.5,3.0,20.1,,2024-25
Jordan Poole,25.0,WAS,SG,18.0,18.0,29.8,6.7,15.3,0.436,3.0,7.4,0.406,3.7,7.9,0.465,0.535,3.7,4.3,0.846,0.2,1.9,2.1,5.0,1.8,0.4,3.3,3.4,20.0,,2024-25
Joel Embiid,30.0,PHI,C,4.0,4.0,31.3,5.5,14.5,0.379,0.8,4.5,0.167,4.8,10.0,0.475,0.405,8.0,8.0,1.0,1.3,6.3,7.5,3.5,0.5,1.0,3.3,2.8,19.8,,2024-25
Lauri Markkanen,27.0,UTA,PF,17.0,17.0,32.2,6.1,13.4,0.452,2.6,6.9,0.385,3.4,6.5,0.523,0.55,4.5,5.2,0.854,1.6,4.9,6.5,2.2,0.7,0.1,1.3,1.7,19.2,,2024-25
Jalen Green,22.0,HOU,SG,23.0,23.0,32.4,6.4,16.1,0.396,2.5,7.7,0.324,3.9,8.5,0.462,0.473,3.8,4.4,0.861,0.6,4.2,4.7,2.7,1.1,0.3,2.6,1.8,19.0,,2024-25
Michael Porter Jr.,26.0,DEN,SF,20.0,20.0,35.6,7.4,14.6,0.509,2.6,6.2,0.411,4.9,8.4,0.581,0.596,1.7,2.5,0.673,1.6,5.6,7.2,2.7,0.9,0.4,1.3,2.3,19.0,,2024-25
Alperen Sengun,22.0,HOU,C,23.0,23.0,30.8,7.3,15.4,0.473,0.4,1.5,0.265,6.9,14.0,0.495,0.486,3.9,5.0,0.767,3.4,7.2,10.6,5.3,1.2,1.1,2.1,2.7,18.9,,2024-25
Jimmy Butler,35.0,MIA,PF,15.0,15.0,31.7,6.1,11.2,0.548,0.5,1.5,0.364,5.6,9.7,0.575,0.571,5.9,7.6,0.781,2.5,2.9,5.4,4.8,1.3,0.3,1.4,1.3,18.7,,2024-25
De'Andre Hunter,27.0,ATL,SF,12.0,2.0,27.5,6.1,12.6,0.483,2.4,5.9,0.408,3.7,6.7,0.55,0.579,4.1,4.5,0.907,0.6,3.6,4.2,1.3,0.8,0.2,1.3,2.6,18.7,,2024-25
Cameron Johnson,28.0,BRK,PF,22.0,22.0,32.6,6.1,12.7,0.484,3.3,7.6,0.431,2.9,5.1,0.563,0.613,2.9,3.2,0.901,0.7,3.6,4.3,2.9,0.9,0.5,0.9,1.9,18.5,,2024-25
Coby White,24.0,CHI,SG,21.0,21.0,32.5,6.0,13.9,0.435,3.3,8.7,0.379,2.8,5.2,0.527,0.553,2.9,3.3,0.871,0.3,3.4,3.7,4.5,1.1,0.2,2.5,2.4,18.3,,2024-25
Derrick White,30.0,BOS,SG,21.0,21.0,34.3,6.3,13.5,0.466,3.8,9.3,0.41,2.5,4.2,0.591,0.608,1.8,2.1,0.841,1.2,3.5,4.8,4.9,0.8,1.0,1.4,2.5,18.1,,2024-25
Bradley Beal,31.0,PHO,SG,13.0,13.0,33.2,6.8,13.6,0.503,2.3,6.0,0.385,4.5,7.6,0.596,0.588,2.0,2.5,0.813,0.5,3.6,4.2,3.3,1.2,0.7,2.1,2.6,18.0,,2024-25
Bennedict Mathurin,22.0,IND,SG,23.0,18.0,32.6,5.9,12.4,0.476,1.6,4.0,0.402,4.3,8.4,0.51,0.54,4.6,5.4,0.847,1.3,5.2,6.5,1.8,0.7,0.3,2.1,2.5,18.0,,2024-25
Gradey Dick,21.0,TOR,SG,18.0,18.0,32.4,6.0,14.2,0.422,2.4,6.9,0.352,3.6,7.3,0.489,0.508,3.5,3.9,0.9,0.6,2.3,2.9,2.1,0.9,0.3,1.8,2.2,17.9,,2024-25
Evan Mobley,23.0,CLE,PF,22.0,22.0,31.4,6.9,12.5,0.547,0.7,2.1,0.348,6.1,10.5,0.587,0.576,3.4,4.3,0.798,2.3,7.0,9.3,2.8,1.1,1.5,2.2,2.1,17.9,,2024-25
Dennis Schröder,31.0,BRK,PG,21.0,21.0,33.9,6.1,14.1,0.432,2.4,6.5,0.375,3.7,7.6,0.481,0.519,3.2,3.6,0.895,0.2,2.8,3.0,6.3,1.2,0.2,2.5,2.4,17.9,,2024-25
John Collins,27.0,UTA,PF,20.0,11.0,29.2,6.8,12.7,0.534,1.2,3.0,0.4,5.6,9.7,0.575,0.581,3.1,3.4,0.912,2.5,6.2,8.7,2.5,1.2,0.8,2.6,3.0,17.8,,2024-25
Jamal Murray,27.0,DEN,PG,17.0,17.0,36.1,6.4,15.1,0.42,1.9,5.8,0.333,4.4,9.3,0.475,0.484,3.1,3.9,0.803,0.5,3.5,4.0,6.2,1.4,0.6,1.9,1.7,17.8,,2024-25
Shaedon Sharpe,21.0,POR,SG,14.0,12.0,30.5,6.4,14.4,0.441,1.8,6.1,0.294,4.6,8.4,0.547,0.502,3.3,4.1,0.807,0.8,2.4,3.2,2.2,0.9,0.2,2.1,1.7,17.8,,2024-25
Devin Vassell,24.0,SAS,SG,8.0,0.0,23.5,6.4,12.5,0.51,2.8,6.0,0.458,3.6,6.5,0.558,0.62,2.3,2.5,0.9,0.3,1.4,1.6,2.6,1.3,0.4,1.8,2.3,17.8,,2024-25
OG Anunoby,27.0,NYK,PF,22.0,22.0,36.4,6.6,13.4,0.495,2.3,5.8,0.391,4.4,7.6,0.575,0.58,2.2,2.6,0.842,1.1,4.0,5.1,2.0,1.5,1.0,1.2,2.6,17.7,,2024-25
Jaden Ivey,22.0,DET,SG,23.0,23.0,30.6,6.3,14.0,0.449,1.9,4.9,0.381,4.4,9.0,0.486,0.516,3.3,4.4,0.735,1.3,2.9,4.2,4.3,1.0,0.4,3.0,2.5,17.7,,2024-25
Tyrese Haliburton,24.0,IND,PG,23.0,23.0,35.2,6.0,14.3,0.415,2.9,8.6,0.333,3.1,5.7,0.538,0.515,2.8,3.3,0.855,0.8,2.6,3.4,8.4,1.3,0.5,2.0,1.7,17.6,,2024-25
Trey Murphy III,24.0,NOP,SF,10.0,9.0,32.6,6.1,15.0,0.407,2.6,8.1,0.321,3.5,6.9,0.507,0.493,2.7,3.2,0.844,0.9,3.7,4.6,2.3,0.8,0.6,1.6,2.2,17.5,,2024-25
Andrew Wiggins,29.0,GSW,SF,19.0,19.0,29.1,5.9,12.8,0.463,2.3,5.3,0.43,3.7,7.6,0.486,0.551,3.3,4.4,0.759,1.6,2.9,4.5,2.4,0.9,0.7,1.1,1.9,17.5,,2024-25
Collin Sexton,26.0,UTA,SG,21.0,19.0,28.3,5.9,12.1,0.482,1.8,4.2,0.427,4.0,7.9,0.512,0.557,3.4,3.8,0.888,0.8,1.8,2.6,3.2,0.7,0.1,2.5,2.3,16.9,,2024-25
Austin Reaves,26.0,LAL,SG,19.0,19.0,33.7,5.8,13.2,0.44,2.6,7.4,0.355,3.2,5.7,0.55,0.54,2.5,3.3,0.774,0.8,2.7,3.5,4.8,1.1,0.2,2.3,2.2,16.7,,2024-25
Anfernee Simons,25.0,POR,SG,19.0,19.0,30.4,5.8,14.5,0.402,2.5,7.5,0.331,3.4,7.1,0.478,0.487,2.6,2.9,0.891,0.3,2.3,2.5,4.4,0.9,0.1,2.5,1.9,16.7,,2024-25
Mikal Bridges,28.0,NYK,SF,22.0,22.0,38.2,6.9,14.5,0.472,2.2,6.8,0.329,4.6,7.8,0.596,0.548,0.5,0.9,0.632,1.0,2.7,3.6,3.4,1.0,0.5,1.5,1.4,16.5,,2024-25
Jared McCain,20.0,PHI,SG,20.0,8.0,25.7,5.9,12.5,0.468,2.3,6.0,0.383,3.6,6.5,0.546,0.56,2.5,2.8,0.875,0.6,2.1,2.7,2.6,0.6,0.0,1.6,1.5,16.5,,2024-25
Payton Pritchard,27.0,BOS,PG,22.0,0.0,28.3,5.6,11.5,0.488,3.8,8.8,0.428,1.8,2.6,0.69,0.653,1.6,1.8,0.875,1.1,2.1,3.2,3.0,1.1,0.1,1.1,1.8,16.5,,2024-25
Chet Holmgren,22.0,OKC,C,10.0,10.0,26.5,5.6,11.1,0.505,1.4,3.7,0.378,4.2,7.4,0.568,0.568,3.8,4.9,0.776,1.6,7.1,8.7,2.0,0.8,2.6,2.3,1.8,16.4,,2024-25
Miles Bridges,26.0,CHO,PF,11.0,11.0,30.1,5.6,13.3,0.425,2.2,6.3,0.348,3.5,7.0,0.494,0.507,2.5,3.0,0.848,0.7,5.8,6.5,3.0,0.6,0.5,1.4,1.4,16.0,,2024-25
Jakob Poeltl,29.0,TOR,C,22.0,22.0,32.7,6.9,11.5,0.594,0.0,0.0,0.0,6.9,11.5,0.597,0.594,2.3,3.5,0.649,4.1,7.6,11.8,2.5,1.1,1.3,2.3,3.8,16.0,,2024-25
Fred VanVleet,30.0,HOU,PG,22.0,22.0,35.1,5.6,14.4,0.391,2.5,7.6,0.321,3.2,6.8,0.47,0.476,2.2,2.7,0.831,0.6,3.6,4.2,5.9,1.5,0.5,1.2,2.5,16.0,,2024-25
Paul George,34.0,PHI,PF,10.0,10.0,29.5,5.5,13.5,0.407,2.2,6.5,0.338,3.3,7.0,0.471,0.489,2.7,3.3,0.818,0.9,4.4,5.3,5.1,2.1,0.3,3.0,2.4,15.9,,2024-25
Malik Monk,26.0,SAC,SG,16.0,3.0,28.1,5.6,12.1,0.466,2.4,6.1,0.392,3.3,6.0,0.542,0.565,2.3,2.8,0.841,0.1,3.2,3.3,4.5,0.8,0.5,1.1,2.4,15.9,,2024-25
Jerami Grant,30.0,POR,PF,20.0,20.0,32.7,5.1,13.2,0.386,2.2,6.2,0.358,2.9,7.1,0.411,0.47,3.4,4.1,0.817,0.5,3.1,3.5,2.5,1.0,1.1,1.5,2.3,15.8,,2024-25
Kyle Kuzma,29.0,WAS,PF,12.0,12.0,27.5,6.3,15.1,0.42,1.3,4.8,0.276,5.0,10.3,0.488,0.464,1.8,2.7,0.688,0.7,4.9,5.6,1.9,0.4,0.3,2.4,1.9,15.8,,2024-25
Malik Beasley,28.0,DET,SG,24.0,7.0,28.5,5.6,12.9,0.432,3.5,8.9,0.399,2.0,4.0,0.505,0.569,1.0,1.3,0.719,0.7,2.4,3.0,1.9,0.8,0.0,1.1,1.4,15.7,,2024-25
Bam Adebayo,27.0,MIA,C,20.0,20.0,34.8,5.9,13.8,0.429,0.9,2.8,0.327,5.0,11.0,0.455,0.462,2.9,4.0,0.722,2.6,7.3,9.9,5.0,1.7,0.8,1.9,2.0,15.6,,2024-25
Myles Turner,28.0,IND,C,21.0,21.0,32.4,5.6,11.9,0.474,2.0,5.1,0.398,3.6,6.7,0.532,0.56,2.2,3.1,0.723,1.3,6.1,7.4,1.6,0.8,2.1,2.6,3.1,15.5,,2024-25
Christian Braun,23.0,DEN,SG,20.0,20.0,35.2,5.7,9.9,0.571,1.2,2.7,0.434,4.5,7.3,0.621,0.629,2.9,3.7,0.784,1.1,4.0,5.1,1.9,1.3,0.7,1.5,2.3,15.4,,2024-25
Keyonte George,21.0,UTA,PG,20.0,20.0,31.8,5.3,13.8,0.382,2.6,7.9,0.329,2.7,5.9,0.453,0.476,2.3,2.9,0.793,0.5,2.6,3.1,5.7,0.7,0.1,3.4,1.9,15.4,,2024-25
Immanuel Quickley,25.0,TOR,PG,3.0,3.0,22.7,5.3,14.0,0.381,2.0,5.3,0.375,3.3,8.7,0.385,0.452,2.7,3.0,0.889,0.3,1.7,2.0,4.0,0.7,0.0,1.3,2.3,15.3,,2024-25
Jeremy Sochan,21.0,SAS,PF,9.0,8.0,29.2,6.2,12.2,0.509,0.3,1.7,0.2,5.9,10.6,0.558,0.523,2.6,3.9,0.657,3.3,5.6,8.9,2.8,1.0,0.4,1.9,2.6,15.3,,2024-25
Jalen Suggs,23.0,ORL,PG,23.0,23.0,29.9,5.2,12.7,0.41,2.1,6.8,0.314,3.1,6.0,0.518,0.493,2.7,2.9,0.925,0.6,3.4,4.0,4.0,1.4,1.0,2.7,2.6,15.3,,2024-25
Aaron Gordon,29.0,DEN,PF,10.0,9.0,30.3,5.3,9.6,0.552,1.6,3.0,0.533,3.7,6.6,0.561,0.635,2.9,3.7,0.784,2.1,4.3,6.4,3.3,0.6,0.2,1.4,1.6,15.1,,2024-25
Jordan Clarkson,32.0,UTA,SG,13.0,2.0,26.0,5.2,13.4,0.391,1.7,6.2,0.275,3.5,7.2,0.489,0.454,2.8,3.5,0.804,0.8,3.1,3.8,3.8,0.8,0.1,2.0,1.5,15.0,,2024-25
Deandre Ayton,26.0,POR,C,15.0,15.0,30.7,6.8,12.1,0.564,0.3,1.1,0.294,6.5,10.9,0.591,0.577,0.9,1.3,0.684,2.7,7.1,9.8,1.3,0.9,0.7,1.8,2.1,14.8,,2024-25
Jonathan Kuminga,22.0,GSW,PF,19.0,6.0,23.6,5.6,12.5,0.451,1.2,3.7,0.314,4.5,8.8,0.509,0.498,2.4,4.1,0.597,1.1,3.3,4.3,1.8,1.0,0.5,1.4,2.1,14.8,,2024-25
Desmond Bane,26.0,MEM,SG,16.0,15.0,28.0,5.4,12.5,0.435,1.8,5.7,0.319,3.6,6.8,0.532,0.508,1.8,2.3,0.806,0.9,5.4,6.3,4.1,0.9,0.5,2.3,2.8,14.5,,2024-25
Ivica Zubac,27.0,LAC,C,24.0,24.0,32.3,6.5,10.8,0.602,0.0,0.0,,6.5,10.8,0.602,0.602,1.5,2.9,0.522,4.0,8.2,12.2,2.4,0.5,1.0,2.1,2.1,14.5,,2024-25
Buddy Hield,32.0,GSW,SG,21.0,2.0,23.4,5.0,11.2,0.445,3.2,7.6,0.428,1.8,3.7,0.481,0.589,1.1,1.2,0.923,0.7,2.9,3.5,1.5,0.8,0.2,1.1,2.1,14.4,,2024-25
Tobias Harris,32.0,DET,PF,23.0,23.0,32.5,5.3,12.0,0.447,1.6,4.5,0.346,3.8,7.4,0.509,0.513,1.9,2.3,0.827,1.0,5.7,6.8,2.4,0.9,0.9,1.3,2.0,14.1,,2024-25
Tre Mann,23.0,CHO,PG,13.0,0.0,24.5,5.4,12.4,0.435,1.8,4.6,0.4,3.5,7.8,0.455,0.509,1.5,1.6,0.905,0.9,2.0,2.9,3.0,0.5,0.3,1.9,1.8,14.1,,2024-25
Josh Hart,29.0,NYK,SG,22.0,22.0,37.2,5.4,9.0,0.596,1.4,3.4,0.4,4.0,5.6,0.715,0.672,1.8,2.1,0.87,1.6,7.0,8.6,5.7,1.4,0.4,1.9,2.4,13.9,,2024-25
Jarrett Allen,26.0,CLE,C,23.0,23.0,29.7,5.6,8.0,0.701,0.0,0.0,0.0,5.6,8.0,0.705,0.701,2.6,3.5,0.738,2.3,8.2,10.5,1.8,1.0,0.9,1.1,1.3,13.8,,2024-25
Malcolm Brogdon,32.0,WAS,PG,9.0,8.0,23.8,5.0,10.1,0.495,0.8,2.3,0.333,4.2,7.8,0.543,0.533,3.0,3.6,0.844,1.0,3.3,4.3,2.6,0.4,0.3,1.6,2.1,13.8,,2024-25
Dejounte Murray,28.0,NOP,PG,6.0,6.0,31.8,4.8,15.5,0.312,1.3,5.3,0.25,3.5,10.2,0.344,0.355,2.8,3.2,0.895,0.3,5.7,6.0,6.0,2.3,0.3,3.3,2.7,13.8,,2024-25
Dyson Daniels,21.0,ATL,SG,21.0,21.0,33.6,5.7,12.8,0.442,1.2,4.0,0.294,4.5,8.8,0.511,0.489,1.0,1.6,0.667,1.6,3.4,5.0,3.1,3.0,0.9,1.8,2.8,13.6,,2024-25
Santi Aldama,24.0,MEM,PF,23.0,11.0,27.6,5.4,10.4,0.523,1.5,4.2,0.361,3.9,6.2,0.634,0.596,0.8,1.0,0.75,1.7,5.8,7.6,3.3,1.0,0.4,1.3,1.2,13.2,,2024-25
Jordan Hawkins,22.0,NOP,SG,11.0,3.0,27.5,4.3,11.5,0.373,2.0,6.0,0.333,2.3,5.5,0.417,0.46,2.5,2.8,0.903,0.5,3.4,3.8,1.3,0.3,0.4,1.3,1.1,13.1,,2024-25
